log_cmpet_rate,SUPLY_HSHLDCO,spsply_ratio,SUBSCRPT_RANK_CODE,RESIDE_SECD,SPECLT_RDN_EARTH_AT,MDAT_TRGET_AREA_SECD,PARCPRC_ULS_AT,IMPRMN_BSNS_AT,PUBLIC_HOUSE_EARTH_AT,LRSCL_BLDLND_AT,NPLN_PRVOPR_PUBLIC_HOUSE_AT,log_lttot_top_amount,house_area,is_top_brand,price_rank_in_region,cmpet_rank_in_region,region_score_lag1,region_score_roll5_mean,region_score_roll5_std,notice_year,notice_month,LWET_SCORE
0.05202118475087839,206,0.4563106796116505,1,1,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.3755517826825127,33.0,33.0,,2020,2,12.0
0.10959862641289439,259,0.44787644787644787,1,1,0,0,1,0,1,1,0,4.540216818960606,75.0,0,0.11434634974533107,0.38463497453310697,33.0,33.0,,2020,2,8.0
0.1419702612703872,590,0.4440677966101695,2,2,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.3908319185059423,33.0,33.0,,2020,2,8.0
0.03987239124737731,590,0.4440677966101695,2,1,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.37436332767402375,33.0,33.0,,2020,2,8.0
0.18373298963236237,590,0.4440677966101695,1,3,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.399320882852292,33.0,33.0,,2020,2,11.0
0.1695282053340451,590,0.4440677966101695,2,3,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.3971137521222411,33.0,33.0,,2020,2,11.0
0.0624176295684335,590,0.4440677966101695,1,1,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.37707979626485566,33.0,33.0,,2020,2,8.0
0.13014729464028207,259,0.44787644787644787,2,3,0,0,1,0,1,1,0,4.540216818960606,75.0,0,0.11434634974533107,0.3886247877758913,33.0,33.0,,2020,2,8.0
0.10959862641289439,259,0.44787644787644787,2,2,0,0,1,0,1,1,0,4.540216818960606,75.0,0,0.11434634974533107,0.38463497453310697,33.0,33.0,,2020,2,10.0
0.06357280401761221,259,0.44787644787644787,2,1,0,0,1,0,1,1,0,4.540216818960606,75.0,0,0.11434634974533107,0.3774193548387097,33.0,33.0,,2020,2,8.0
0.14361551169114864,259,0.44787644787644787,1,3,0,0,1,0,1,1,0,4.540216818960606,75.0,0,0.11434634974533107,0.39100169779286925,33.0,33.0,,2020,2,8.0
0.1551187341138934,590,0.4440677966101695,1,2,0,0,1,0,1,1,0,4.57473714612604,84.0,0,0.18803056027164686,0.3938879456706282,33.0,33.0,,2020,2,8.0
0.0,40,0.0,2,1,0,0,0,0,0,0,0,4.476556304595992,56.0,0,0.013041065482796892,0.19728079911209767,,,,2020,2,24.0
0.8437200390393196,40,0.0,1,1,0,0,0,0,0,0,0,4.476556304595992,56.0,0,0.013041065482796892,0.5177580466148723,,,,2020,2,24.0
0.0,76,0.0,2,3,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
0.0,76,0.0,2,2,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,61.0
0.0,76,0.0,2,1,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,47.0
3.02873429796929,76,0.0,1,3,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.9040747028862479,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
1.8718021769015913,8,0.0,1,1,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.7497453310696095,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
1.7895640786646192,76,0.0,1,1,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.7344651952461799,63.166666666666664,35.5,26.50524057196572,2020,2,47.0
0.0,40,0.125,2,3,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,66.0
0.0,40,0.125,2,2,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
3.343884157078032,76,0.0,1,2,1,1,1,0,0,1,0,4.990343295403774,130.0,0,0.9415110356536502,0.9261460101867572,63.166666666666664,35.5,26.50524057196572,2020,2,61.0
2.740840023925201,8,0.0,1,2,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.8716468590831918,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
1.4170660197866443,8,0.0,1,3,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.6771646859083191,63.166666666666664,35.5,26.50524057196572,2020,2,46.0
0.0,8,0.0,2,1,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
0.0,8,0.0,2,2,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
0.0,8,0.0,2,3,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
1.0986122886681098,2,0.0,1,1,1,1,1,0,0,1,0,5.2013998557236985,172.0,0,0.9844651952461799,0.6157894736842106,63.166666666666664,35.5,26.50524057196572,2020,2,45.0
2.6026896854443837,2,0.0,1,3,1,1,1,0,0,1,0,5.2013998557236985,172.0,0,0.9844651952461799,0.8567911714770798,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
0.0,2,0.0,2,1,1,1,1,0,0,1,0,5.2013998557236985,172.0,0,0.9844651952461799,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,45.0
0.0,2,0.0,2,3,1,1,1,0,0,1,0,5.2013998557236985,172.0,0,0.9844651952461799,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
0.6931471805599453,8,0.0,1,1,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.5238539898132428,63.166666666666664,35.5,26.50524057196572,2020,2,21.0
1.634130525024472,8,0.0,1,2,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.7125636672325977,63.166666666666664,35.5,26.50524057196572,2020,2,56.0
0.0,40,0.125,2,1,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,51.0
2.8550323914508557,8,0.0,1,3,1,1,1,0,0,1,0,5.021193435188165,145.0,0,0.951018675721562,0.8860780984719864,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
3.453947947047684,40,0.125,1,3,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.9325976230899831,63.166666666666664,35.5,26.50524057196572,2020,2,66.0
0.03846628082779606,51,0.4117647058823529,1,2,0,0,0,0,0,0,0,4.52336922097828,59.0,0,0.039634146341463415,0.4329268292682927,,,,2020,2,16.0
1.9315214116032138,40,0.125,1,1,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.7589134125636672,63.166666666666664,35.5,26.50524057196572,2020,2,51.0
0.5108256237659906,51,0.4117647058823529,1,1,0,0,0,0,0,0,0,4.52336922097828,59.0,0,0.039634146341463415,0.5,,,,2020,2,21.0
0.0,8,0.0,2,1,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,21.0
0.09352605801082345,51,0.4117647058823529,2,1,0,0,0,0,0,0,0,4.52336922097828,59.0,0,0.039634146341463415,0.4451219512195122,,,,2020,2,21.0
0.019418085857101582,51,0.4117647058823529,2,2,0,0,0,0,0,0,0,4.52336922097828,59.0,0,0.039634146341463415,0.4268292682926829,,,,2020,2,16.0
0.6443570163905133,21,0.38095238095238093,1,1,0,0,0,0,0,0,0,4.6294197936892125,78.0,0,0.1676829268292683,0.5121951219512195,,,,2020,2,24.0
0.1743533871447777,21,0.38095238095238093,2,1,0,0,0,0,0,0,0,4.6294197936892125,78.0,0,0.1676829268292683,0.45121951219512196,,,,2020,2,24.0
0.44468582126144574,100,0.43,1,1,0,0,0,0,0,0,0,4.684854334578203,84.0,0,0.2225609756097561,0.49390243902439024,,,,2020,2,19.0
0.009950330853168083,100,0.43,1,2,0,0,0,0,0,0,0,4.684854334578203,84.0,0,0.2225609756097561,0.4176829268292683,,,,2020,2,69.0
0.08617769624105233,100,0.43,2,1,0,0,0,0,0,0,0,4.684854334578203,84.0,0,0.2225609756097561,0.43902439024390244,,,,2020,2,19.0
0.009950330853168083,100,0.43,2,2,0,0,0,0,0,0,0,4.684854334578203,84.0,0,0.2225609756097561,0.4176829268292683,,,,2020,2,69.0
3.5285639775825963,40,0.125,1,2,1,1,1,0,0,1,0,4.879674935072914,101.0,0,0.8410016977928693,0.9378607809847198,63.166666666666664,35.5,26.50524057196572,2020,2,64.0
2.66601138873032,217,0.14285714285714285,1,1,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.8633276740237691,63.166666666666664,35.5,26.50524057196572,2020,2,56.0
4.198206259359876,217,0.14285714285714285,1,3,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.96723259762309,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
0.0,217,0.14285714285714285,2,1,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,56.0
0.0,217,0.14285714285714285,2,2,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
0.0,217,0.14285714285714285,2,3,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
2.0992441689760155,75,0.17333333333333334,1,1,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.7857385398981325,63.166666666666664,35.5,26.50524057196572,2020,2,54.0
3.6259396543400624,75,0.17333333333333334,1,2,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.9443123938879456,63.166666666666664,35.5,26.50524057196572,2020,2,65.0
3.586477520495855,75,0.17333333333333334,1,3,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.9417657045840407,63.166666666666664,35.5,26.50524057196572,2020,2,67.0
0.0,75,0.17333333333333334,2,1,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,54.0
0.0,75,0.17333333333333334,2,2,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,65.0
0.0,75,0.17333333333333334,2,3,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,67.0
4.201040591214812,217,0.14285714285714285,1,2,1,1,1,0,0,1,0,4.877952703835888,101.0,0,0.8377758913412564,0.9675721561969439,63.166666666666664,35.5,26.50524057196572,2020,2,69.0
0.0,8,0.0,2,2,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,56.0
0.0,25,0.48,2,2,0,0,0,0,0,0,0,4.491109449605496,54.0,0,0.042777777777777776,0.185,,,,2020,2,18.0
0.9555114450274363,10,0.3,1,1,0,0,0,0,0,0,0,4.451955209768203,74.0,1,0.09447674418604651,0.5799418604651163,40.6,40.6,,2020,2,16.0
0.0,8,0.0,2,3,1,1,1,0,0,1,0,5.2278892743959045,236.0,0,0.9870118845500849,0.1865025466893039,63.166666666666664,35.5,26.50524057196572,2020,2,46.0
0.3993860620317822,165,0.0,1,1,0,0,0,0,0,0,0,4.408934958678802,75.0,1,0.08534743202416918,0.4561933534743202,,,,2020,2,14.0
0.125163142954006,165,0.0,1,2,0,0,0,0,0,0,0,4.408934958678802,75.0,1,0.08534743202416918,0.4003021148036254,,,,2020,2,9.0
0.6338474382786535,165,0.0,2,1,0,0,0,0,0,0,0,4.408934958678802,75.0,1,0.08534743202416918,0.5060422960725075,,,,2020,2,14.0
0.1304964889293686,165,0.0,2,2,0,0,0,0,0,0,0,4.408934958678802,75.0,1,0.08534743202416918,0.4033232628398791,,,,2020,2,9.0
1.3437347467010947,132,0.0,1,1,0,0,0,0,0,0,0,4.463907912938484,84.0,1,0.18504531722054382,0.6873111782477341,,,,2020,2,46.0
0.0,132,0.0,2,1,0,0,0,0,0,0,0,4.463907912938484,84.0,1,0.18504531722054382,0.19108761329305135,,,,2020,2,46.0
0.758529939822797,111,0.0,1,1,0,0,0,0,0,0,0,4.455925441183637,84.0,1,0.1593655589123867,0.5347432024169184,,,,2020,2,28.0
0.651761964397091,111,0.0,2,1,0,0,0,0,0,0,0,4.455925441183637,84.0,1,0.1593655589123867,0.5090634441087614,,,,2020,2,28.0
1.1451323043030026,7,0.14285714285714285,1,1,0,0,0,0,0,0,0,4.46569507426257,74.0,1,0.12645348837209303,0.6395348837209303,,,,2020,2,29.0
0.0,7,0.14285714285714285,2,1,0,0,0,0,0,0,0,4.46569507426257,74.0,1,0.12645348837209303,0.17877906976744187,,,,2020,2,29.0
1.1631508098056809,15,0.26666666666666666,1,1,0,0,0,0,0,0,0,4.467622902417825,74.0,1,0.13226744186046513,0.6511627906976745,,,,2020,2,28.0
0.0,15,0.26666666666666666,2,1,0,0,0,0,0,0,0,4.467622902417825,74.0,1,0.13226744186046513,0.17877906976744187,,,,2020,2,28.0
2.451005098112319,5,0.0,1,1,0,0,0,0,0,0,0,4.498324340697171,84.0,1,0.19622093023255813,0.8633720930232558,,,,2020,2,54.0
0.0,5,0.0,2,1,0,0,0,0,0,0,0,4.498324340697171,84.0,1,0.19622093023255813,0.17877906976744187,,,,2020,2,54.0
2.5227975234993965,41,0.6097560975609756,1,1,0,0,0,0,0,0,0,4.5250577708577415,84.0,1,0.2688953488372093,0.8837209302325582,,,,2020,2,47.0
0.0,41,0.6097560975609756,2,1,0,0,0,0,0,0,0,4.5250577708577415,84.0,1,0.2688953488372093,0.17877906976744187,,,,2020,2,47.0
1.3862943611198906,1,0.0,1,1,0,0,0,0,0,0,0,4.4926346907629595,84.0,1,0.1816860465116279,0.6991279069767442,,,,2020,2,45.0
0.0,1,0.0,2,1,0,0,0,0,0,0,0,4.4926346907629595,84.0,1,0.1816860465116279,0.17877906976744187,,,,2020,2,45.0
1.3539129516168509,204,0.46568627450980393,1,1,0,0,0,0,0,0,0,4.605854302108905,59.0,0,0.235,0.5977777777777777,11.0,11.0,,2020,2,30.0
0.0,204,0.46568627450980393,2,1,0,0,0,0,0,0,0,4.605854302108905,59.0,0,0.235,0.185,11.0,11.0,,2020,2,30.0
2.428090174744339,86,0.5813953488372093,1,1,0,0,0,0,0,0,0,4.680126929448146,71.0,0,0.3838888888888889,0.7244444444444444,11.0,11.0,,2020,2,44.0
0.0,86,0.5813953488372093,2,1,0,0,0,0,0,0,0,4.680126929448146,71.0,0,0.3838888888888889,0.185,11.0,11.0,,2020,2,44.0
0.5514966634969184,53,0.0,2,1,0,0,0,0,0,0,0,4.397087956203049,75.0,1,0.0702416918429003,0.486404833836858,,,,2020,2,8.0
0.14058195062118942,53,0.0,1,2,0,0,0,0,0,0,0,4.397087956203049,75.0,1,0.0702416918429003,0.40634441087613293,,,,2020,2,20.0
0.10724553035359759,53,0.0,2,2,0,0,0,0,0,0,0,4.397087956203049,75.0,1,0.0702416918429003,0.3942598187311178,,,,2020,2,20.0
0.22314355131420976,8,0.25,2,1,0,0,0,0,0,0,0,4.536293239983433,59.0,0,0.10833333333333334,0.41444444444444445,,,,2020,2,11.0
0.09531017980432487,10,0.3,1,2,0,0,0,0,0,0,0,4.451955209768203,74.0,1,0.09447674418604651,0.36627906976744184,40.6,40.6,,2020,2,26.0
0.0,10,0.3,2,1,0,0,0,0,0,0,0,4.451955209768203,74.0,1,0.09447674418604651,0.17877906976744187,40.6,40.6,,2020,2,16.0
0.0,10,0.3,2,2,0,0,0,0,0,0,0,4.451955209768203,74.0,1,0.09447674418604651,0.17877906976744187,40.6,40.6,,2020,2,26.0
1.1086626245216111,33,0.3333333333333333,1,1,0,0,0,0,0,0,0,4.48102676807611,74.0,1,0.1555232558139535,0.622093023255814,40.6,40.6,,2020,2,24.0
0.0,33,0.3333333333333333,2,1,0,0,0,0,0,0,0,4.48102676807611,74.0,1,0.1555232558139535,0.17877906976744187,40.6,40.6,,2020,2,24.0
1.3862943611198906,1,0.0,1,1,0,0,0,0,0,0,0,4.44421660506962,74.0,1,0.08575581395348837,0.6991279069767442,40.6,40.6,,2020,2,24.0
0.0,1,0.0,2,1,0,0,0,0,0,0,0,4.44421660506962,74.0,1,0.08575581395348837,0.17877906976744187,40.6,40.6,,2020,2,24.0
2.3978952727983707,4,0.0,1,1,0,0,0,0,0,0,0,4.4926346907629595,84.0,1,0.1816860465116279,0.8459302325581395,40.6,40.6,,2020,2,41.0
0.3471961999841886,53,0.0,1,1,0,0,0,0,0,0,0,4.397087956203049,75.0,1,0.0702416918429003,0.4395770392749245,,,,2020,2,8.0
2.218599436920953,36,0.4722222222222222,1,1,0,0,0,0,0,0,0,4.5250577708577415,84.0,1,0.2688953488372093,0.8255813953488372,40.6,40.6,,2020,2,32.0
0.0,36,0.4722222222222222,2,1,0,0,0,0,0,0,0,4.5250577708577415,84.0,1,0.2688953488372093,0.17877906976744187,40.6,40.6,,2020,2,32.0
0.30228087187293357,17,0.35294117647058826,1,1,0,0,0,0,0,0,0,4.435111433126493,49.0,0,0.008333333333333333,0.425,,,,2020,2,10.0
0.0,4,0.0,2,1,0,0,0,0,0,0,0,4.4926346907629595,84.0,1,0.1816860465116279,0.17877906976744187,40.6,40.6,,2020,2,41.0
0.07696104113612832,25,0.48,1,1,0,0,0,0,0,0,0,4.491109449605496,54.0,0,0.042777777777777776,0.38,,,,2020,2,13.0
0.11778303565638346,8,0.25,1,1,0,0,0,0,0,0,0,4.536293239983433,59.0,0,0.10833333333333334,0.3894444444444444,,,,2020,2,11.0
0.0571584138399486,17,0.35294117647058826,2,1,0,0,0,0,0,0,0,4.435111433126493,49.0,0,0.008333333333333333,0.37777777777777777,,,,2020,2,10.0
0.2468600779315258,25,0.48,1,1,0,0,0,0,0,0,0,4.526778519845846,59.0,0,0.095,0.4166666666666667,,,,2020,2,9.0
0.0571584138399486,17,0.4117647058823529,2,1,0,0,0,0,0,0,0,4.5180662542916075,59.0,0,0.07055555555555555,0.37777777777777777,,,,2020,2,7.0
0.11122563511022436,17,0.4117647058823529,1,1,0,0,0,0,0,0,0,4.5180662542916075,59.0,0,0.07055555555555555,0.38555555555555554,,,,2020,2,7.0
0.039220713153281295,25,0.48,2,1,0,0,0,0,0,0,0,4.526778519845846,59.0,0,0.095,0.3738888888888889,,,,2020,2,9.0
0.2776317365982795,25,0.48,1,1,0,0,0,0,0,0,0,4.5233562066547925,59.0,0,0.08388888888888889,0.4211111111111111,,,,2020,2,9.0
0.039220713153281295,25,0.48,2,1,0,0,0,0,0,0,0,4.491109449605496,54.0,0,0.042777777777777776,0.3738888888888889,,,,2020,2,13.0
0.0,25,0.48,1,2,0,0,0,0,0,0,0,4.491109449605496,54.0,0,0.042777777777777776,0.185,,,,2020,2,18.0
0.18232155679395465,25,0.48,2,1,0,0,0,0,0,0,0,4.5233562066547925,59.0,0,0.08388888888888889,0.4011111111111111,,,,2020,2,9.0
4.632646377272109,14,0.35714285714285715,1,1,0,0,0,0,0,0,0,4.707323154095313,84.0,1,0.39,0.9830769230769231,,,,2020,2,59.0
4.073356617329879,65,0.676923076923077,1,1,0,0,0,0,0,0,0,4.565741592358979,59.0,1,0.07615384615384616,0.94,,,,2020,2,61.0
0.0,65,0.676923076923077,2,1,0,0,0,0,0,0,0,4.565741592358979,59.0,1,0.07615384615384616,0.17153846153846153,,,,2020,2,61.0
4.069664387365326,67,0.7014925373134329,1,1,0,0,0,0,0,0,0,4.661822147187612,75.0,1,0.2423076923076923,0.9384615384615385,,,,2020,2,62.0
0.0,67,0.7014925373134329,2,1,0,0,0,0,0,0,0,4.661822147187612,75.0,1,0.2423076923076923,0.17153846153846153,,,,2020,2,62.0
5.260360261485339,118,0.7288135593220338,1,1,0,0,0,0,0,0,0,4.711899981064161,84.0,1,0.4176923076923077,0.9923076923076923,,,,2020,2,67.0
