ETC_HSHLDCO,HOUSE_MANAGE_NO,HOUSE_TY,INSTT_RECOMEND_HSHLDCO,LFE_FRST_HSHLDCO,LTTOT_TOP_AMOUNT,MNYCH_HSHLDCO,MODEL_NO,NWBB_HSHLDCO,NWWDS_HSHLDCO,OLD_PARNTS_SUPORT_HSHLDCO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO,TRANSR_INSTT_ENFSN_HSHLDCO,YGMN_HSHLDCO,special_supply_ratio,price_per_area,HOUSE_NM,HOUSE_SECD_NM,HOUSE_DTL_SECD_NM,SUBSCRPT_AREA_CODE_NM,HSSPLY_ADRES,TOT_SUPLY_HSHLDCO,RCRIT_PBLANC_DE,RCEPT_BGNDE,RCEPT_ENDDE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,PRZWNER_PRESNATN_DE,RENT_SECD_NM,PARCPRC_ULS_AT,IMPRMN_BSNS_AT,PUBLIC_HOUSE_EARTH_AT,LRSCL_BLDLND_AT,max_competition_rate,mean_competition_rate,total_req_cnt,comp_rows,notice_year,notice_month,is_cap_price_area,is_redevelopment,is_public_housing_area
0,2026820003,055.8600A,0,0,49963,0,1,0,0,0,2026820003,113,79.7436,0,0,0,1.0,626.5455785793469,인천계양 A9블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,인천,"인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동, 경기도 부천시 대장동, 서울특별시 강서구 오곡동 일원 인천계양 테크노밸리 공공주택지구 내 A9블록",317,2026-04-30,2026-05-18,2026-05-28,,,2026-06-18,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
0,2026820003,055.4900B,0,0,49632,0,2,0,0,0,2026820003,37,79.2154,0,0,0,1.0,626.5448385036243,인천계양 A9블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,인천,"인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동, 경기도 부천시 대장동, 서울특별시 강서구 오곡동 일원 인천계양 테크노밸리 공공주택지구 내 A9블록",317,2026-04-30,2026-05-18,2026-05-28,,,2026-06-18,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
0,2026820003,055.9000C,0,0,49999,0,3,0,0,0,2026820003,16,79.8007,0,0,0,1.0,626.5483886732823,인천계양 A9블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,인천,"인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동, 경기도 부천시 대장동, 서울특별시 강서구 오곡동 일원 인천계양 테크노밸리 공공주택지구 내 A9블록",317,2026-04-30,2026-05-18,2026-05-28,,,2026-06-18,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
0,2026820002,055.0000A,0,0,42374,0,1,0,0,0,2026820002,180,81.0064,0,0,0,1.0,523.0944715479271,시흥하중지구 A1블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,경기,경기도 시흥시 하중동 일원 시흥하중 공공주택지구 내 A1블록,400,2026-04-30,2026-05-18,2026-06-02,,,2026-06-11,분양주택,Y,N,Y,N,,,,,2026,4,1,0,1
0,2026820002,055.0000B,0,0,42215,0,2,0,0,0,2026820002,15,80.7024,0,0,0,1.0,523.094728285652,시흥하중지구 A1블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,경기,경기도 시흥시 하중동 일원 시흥하중 공공주택지구 내 A1블록,400,2026-04-30,2026-05-18,2026-06-02,,,2026-06-11,분양주택,Y,N,Y,N,,,,,2026,4,1,0,1
0,2026820002,055.0000C,0,0,42298,0,3,0,0,0,2026820002,9,80.8616,0,0,0,1.0,523.0913066276206,시흥하중지구 A1블록 신혼희망타운(공공분양)(본청약),신혼희망타운,국민,경기,경기도 시흥시 하중동 일원 시흥하중 공공주택지구 내 A1블록,400,2026-04-30,2026-05-18,2026-06-02,,,2026-06-11,분양주택,Y,N,Y,N,,,,,2026,4,1,0,1
7,2026000193,059.0000A,4,5,52678,3,1,6,3,1,2026000193,29,82.4529,8,0,0,0.7837837837837838,638.8859579226444,남양주왕숙2 A-3블록 공공분양주택(본청약),APT,국민,경기,"경기도 남양주시 일패동, 이패동 일원 남양주왕숙2 공공주택지구내 A-3블록",686,2026-04-30,2026-05-18,2026-05-29,,,2026-06-15,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
5,2026000193,059.0000B,5,4,52793,3,2,6,3,1,2026000193,27,82.6322,7,0,0,0.7941176470588235,638.8913764851959,남양주왕숙2 A-3블록 공공분양주택(본청약),APT,국민,경기,"경기도 남양주시 일패동, 이패동 일원 남양주왕숙2 공공주택지구내 A-3블록",686,2026-04-30,2026-05-18,2026-05-29,,,2026-06-15,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
4,2026000193,074.0000A,2,2,64611,2,3,3,1,1,2026000193,15,103.1317,4,0,0,0.7894736842105263,626.490206212057,남양주왕숙2 A-3블록 공공분양주택(본청약),APT,국민,경기,"경기도 남양주시 일패동, 이패동 일원 남양주왕숙2 공공주택지구내 A-3블록",686,2026-04-30,2026-05-18,2026-05-29,,,2026-06-15,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
36,2026000193,084.0000A,1,0,73245,0,4,1,0,0,2026000193,38,116.9129,1,0,0,0.9743589743589743,626.4920295365182,남양주왕숙2 A-3블록 공공분양주택(본청약),APT,국민,경기,"경기도 남양주시 일패동, 이패동 일원 남양주왕숙2 공공주택지구내 A-3블록",686,2026-04-30,2026-05-18,2026-05-29,,,2026-06-15,분양주택,Y,N,Y,Y,,,,,2026,4,1,0,1
0,2026000185,067.7016A,0,0,14425,0,1,0,0,0,2026000185,0,93.1853,96,0,0,0.0,154.79909384849327,덕진 거제의 봄 우선분양전환 후 공가세대,APT,국민,경남,"경상남도 거제시 아주2로 110 (아주동, 덕진 거제의봄 프리미엄 아파트)",376,2026-04-30,2026-05-11,2026-05-12,,,2026-05-18,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000185,067.8493B,0,0,14315,0,2,0,0,0,2026000185,0,92.9847,101,0,0,0.0,153.95005845047626,덕진 거제의 봄 우선분양전환 후 공가세대,APT,국민,경남,"경상남도 거제시 아주2로 110 (아주동, 덕진 거제의봄 프리미엄 아파트)",376,2026-04-30,2026-05-11,2026-05-12,,,2026-05-18,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000185,084.9785A,0,0,17563,0,3,0,0,0,2026000185,0,111.0259,77,0,0,0.0,158.18831461848092,덕진 거제의 봄 우선분양전환 후 공가세대,APT,국민,경남,"경상남도 거제시 아주2로 110 (아주동, 덕진 거제의봄 프리미엄 아파트)",376,2026-04-30,2026-05-11,2026-05-12,,,2026-05-18,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000185,084.9948B,0,0,17671,0,4,0,0,0,2026000185,0,110.8278,76,0,0,0.0,159.44555427428858,덕진 거제의 봄 우선분양전환 후 공가세대,APT,국민,경남,"경상남도 거제시 아주2로 110 (아주동, 덕진 거제의봄 프리미엄 아파트)",376,2026-04-30,2026-05-11,2026-05-12,,,2026-05-18,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000185,084.9134C,0,0,17360,0,5,0,0,0,2026000185,0,111.3624,26,0,0,0.0,155.88744495449095,덕진 거제의 봄 우선분양전환 후 공가세대,APT,국민,경남,"경상남도 거제시 아주2로 110 (아주동, 덕진 거제의봄 프리미엄 아파트)",376,2026-04-30,2026-05-11,2026-05-12,,,2026-05-18,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000178,059.6000E,0,1,47900,0,1,0,0,0,2026000178,1,77.702,1,0,0,0.5,616.4577488352938,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,060.2700E,2,3,48240,0,2,0,3,0,2026000178,8,77.965,5,0,0,0.6153846153846154,618.7391778362086,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,063.3700D,1,1,50140,0,3,0,2,0,2026000178,4,81.139,6,0,0,0.4,617.9519096858478,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,063.7900H,1,2,51370,0,4,0,5,0,2026000178,8,83.092,8,0,0,0.5,618.2303952245703,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,066.7400G,1,0,53040,0,5,0,1,0,2026000178,2,85.797,1,0,0,0.6666666666666666,618.2034336864925,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,068.6700B,1,0,54540,3,6,0,3,0,2026000178,7,88.289,5,0,0,0.5833333333333334,617.743999818777,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,068.1800F,2,0,53840,3,7,0,4,1,2026000178,10,87.152,7,0,0,0.5882352941176471,617.7712502294842,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000178,069.5600A,0,0,56070,2,8,0,0,1,2026000178,3,90.716,2,0,0,0.6,618.0828078839455,중앙하이츠 원종역,APT,민영,경기,경기도 부천시 오정구 원종동 276-2,78,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,Y,N,N,,,,,2026,5,0,1,0
0,2026000174,084.9627A,12,11,79831,12,1,0,28,4,2026000174,67,117.2675,51,0,0,0.5677966101694916,680.7598013089731,더샵 중앙로역센터폴,APT,민영,대구,대구광역시 중구 사일동 15-1 일원,299,2026-05-04,2026-05-14,2026-05-18,2026-05-14,2026-05-14,2026-05-22,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000174,084.9982B,12,11,79099,12,2,0,27,4,2026000174,66,116.2428,49,0,0,0.5739130434782609,680.4636502217771,더샵 중앙로역센터폴,APT,민영,대구,대구광역시 중구 사일동 15-1 일원,299,2026-05-04,2026-05-14,2026-05-18,2026-05-14,2026-05-14,2026-05-22,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000174,084.9651C,6,6,78493,6,3,0,14,2,2026000174,34,116.5126,26,0,0,0.5666666666666667,673.6867943896196,더샵 중앙로역센터폴,APT,민영,대구,대구광역시 중구 사일동 15-1 일원,299,2026-05-04,2026-05-14,2026-05-18,2026-05-14,2026-05-14,2026-05-22,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000174,142.5518 ,0,0,150508,0,4,0,0,0,2026000174,0,198.3732,2,0,0,0.0,758.7113581874971,더샵 중앙로역센터폴,APT,민영,대구,대구광역시 중구 사일동 15-1 일원,299,2026-05-04,2026-05-14,2026-05-18,2026-05-14,2026-05-14,2026-05-22,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000174,167.4697 ,0,0,173716,0,5,0,0,0,2026000174,0,229.2154,4,0,0,0.0,757.872289558206,더샵 중앙로역센터폴,APT,민영,대구,대구광역시 중구 사일동 15-1 일원,299,2026-05-04,2026-05-14,2026-05-18,2026-05-14,2026-05-14,2026-05-22,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000172,074.9671A,2,2,68700,10,1,0,7,0,2026000172,21,101.8298,3,0,0,0.875,674.6551598844346,두산위브 트리니뷰 구명역,APT,민영,부산,부산광역시 북구 구포동 999번지 일원,288,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000172,074.9653B,2,1,67200,8,2,0,5,0,2026000172,16,101.6949,2,0,0,0.8888888888888888,660.8000991200148,두산위브 트리니뷰 구명역,APT,민영,부산,부산광역시 북구 구포동 999번지 일원,288,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000172,084.9841A,18,16,75900,80,3,0,53,6,2026000172,173,114.1556,7,0,0,0.9611111111111111,664.8819681207054,두산위브 트리니뷰 구명역,APT,민영,부산,부산광역시 북구 구포동 999번지 일원,288,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000172,084.9794B,3,3,75900,11,4,0,8,1,2026000172,26,114.704,1,0,0,0.9629629629629629,661.703166410936,두산위브 트리니뷰 구명역,APT,민영,부산,부산광역시 북구 구포동 999번지 일원,288,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000172,084.9830C,3,4,75900,17,5,0,11,1,2026000172,36,113.8823,3,0,0,0.9230769230769231,666.4775825567274,두산위브 트리니뷰 구명역,APT,민영,부산,부산광역시 북구 구포동 999번지 일원,288,2026-05-08,2026-05-18,2026-05-20,2026-05-18,2026-05-18,2026-05-27,분양주택,N,N,N,N,,,,,2026,5,0,0,0
0,2026000170,066.9412 ,4,3,36700,4,1,0,9,2,2026000170,22,89.7412,20,0,0,0.5238095238095238,408.95374699692,상주북천 하늘채 파크원,APT,민영,경북,경상북도 상주시 냉림동 53번지 일원,466,2026-04-30,2026-05-11,2026-05-13,2026-05-11,2026-05-11,2026-05-19,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000170,084.9644A,9,8,45400,9,2,0,22,3,2026000170,51,114.0591,47,0,0,0.5204081632653061,398.03926210184017,상주북천 하늘채 파크원,APT,민영,경북,경상북도 상주시 냉림동 53번지 일원,466,2026-04-30,2026-05-11,2026-05-13,2026-05-11,2026-05-11,2026-05-19,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000170,084.9697B,17,15,45400,17,3,0,39,6,2026000170,94,114.3423,78,0,0,0.5465116279069767,397.0534089309031,상주북천 하늘채 파크원,APT,민영,경북,경상북도 상주시 냉림동 53번지 일원,466,2026-04-30,2026-05-11,2026-05-13,2026-05-11,2026-05-11,2026-05-19,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000170,084.9689C,4,4,44800,4,4,0,11,2,2026000170,25,114.4586,23,0,0,0.5208333333333334,391.4078977027502,상주북천 하늘채 파크원,APT,민영,경북,경상북도 상주시 냉림동 53번지 일원,466,2026-04-30,2026-05-11,2026-05-13,2026-05-11,2026-05-11,2026-05-19,분양주택,N,N,N,N,,,,,2026,4,0,0,0
0,2026000170,117.5756 ,0,0,63700,10,5,0,0,4,2026000170,14,155.6668,92,0,0,0.1320754716981132,409.20735828063533,상주북천 하늘채 파크원,APT,민영,경북,경상북도 상주시 냉림동 53번지 일원,466,2026-04-30,2026-05-11,2026-05-13,2026-05-11,2026-05-11,2026-05-19,분양주택,N,N,N,N,,,,,2026,4,0,0,0
3,2026000169,084.8600H,3,3,123300,3,1,0,7,1,2026000169,20,109.3535,14,0,0,0.5882352941176471,1127.535927062234,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,084.7800I,3,3,124100,3,2,0,8,1,2026000169,21,110.0848,15,0,0,0.5833333333333334,1127.3127625248899,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,084.5600J,3,3,124000,3,3,0,8,1,2026000169,21,109.9432,15,0,0,0.5833333333333334,1127.855110638948,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,100.9800A,0,0,150000,3,4,0,0,1,2026000169,7,130.6944,27,0,0,0.20588235294117646,1147.7155868958425,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,100.5800B,0,0,146100,3,5,0,0,1,2026000169,7,129.7106,27,0,0,0.20588235294117646,1126.3535902231583,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,100.9500C,0,0,147300,3,6,0,0,1,2026000169,7,130.7974,29,0,0,0.19444444444444445,1126.1691746166207,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,124.7300H,0,0,181900,3,7,0,0,1,2026000169,7,160.8749,27,0,0,0.20588235294117646,1130.692233530526,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,124.8300I,0,0,181900,3,8,0,0,1,2026000169,7,160.8783,29,0,0,0.19444444444444445,1130.668337494864,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000169,128.1100H,0,0,184100,3,9,0,0,1,2026000169,7,165.1576,29,0,0,0.19444444444444445,1114.6928751689295,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000169,198.8600C,0,0,334500,0,10,0,0,0,2026000169,0,257.9288,2,0,0,0.0,1296.8695236825045,더샵 송도그란테르 G5-11블록,APT,민영,인천,인천광역시 연수구 송도동 32-15 (G5-11BL),318,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000168,084.2300K,3,2,130600,3,1,0,7,0,2026000168,18,116.4041,14,0,0,0.5625,1121.9536081632864,더샵 송도그란테르 G5-6블록,APT,민영,인천,"인천광역시 연수구 송도동 32-3, 6 (G5-6BL)",100,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
6,2026000168,118.2300K,0,0,187100,6,2,0,0,1,2026000168,13,163.2081,51,0,0,0.203125,1146.3891804389611,더샵 송도그란테르 G5-6블록,APT,민영,인천,"인천광역시 연수구 송도동 32-3, 6 (G5-6BL)",100,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000168,129.4600K,0,0,223800,0,3,0,0,0,2026000168,0,182.2177,1,0,0,0.0,1228.2012120666652,더샵 송도그란테르 G5-6블록,APT,민영,인천,"인천광역시 연수구 송도동 32-3, 6 (G5-6BL)",100,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000168,188.7900K,0,0,315700,0,4,0,0,0,2026000168,0,263.7154,2,0,0,0.0,1197.123869140748,더샵 송도그란테르 G5-6블록,APT,민영,인천,"인천광역시 연수구 송도동 32-3, 6 (G5-6BL)",100,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000168,198.2300K,0,0,336900,0,5,0,0,0,2026000168,0,275.4418,1,0,0,0.0,1223.1259017331429,더샵 송도그란테르 G5-6블록,APT,민영,인천,"인천광역시 연수구 송도동 32-3, 6 (G5-6BL)",100,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
3,2026000167,084.2300K,3,2,128100,3,1,0,7,0,2026000167,18,116.541,13,0,0,0.5806451612903226,1099.1839781707724,더샵 송도그란테르 G5-5블록,APT,민영,인천,인천광역시 연수구 송도동 32-8 (G5-5BL),97,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
6,2026000167,118.2300K,0,0,183500,6,2,0,0,1,2026000167,13,163.4003,49,0,0,0.20967741935483872,1123.0089540839276,더샵 송도그란테르 G5-5블록,APT,민영,인천,인천광역시 연수구 송도동 32-8 (G5-5BL),97,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000167,129.4600K,0,0,212200,0,3,0,0,0,2026000167,0,182.4269,1,0,0,0.0,1163.2056456586174,더샵 송도그란테르 G5-5블록,APT,민영,인천,인천광역시 연수구 송도동 32-8 (G5-5BL),97,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000167,188.7900K,0,0,316600,0,4,0,0,0,2026000167,0,264.0253,2,0,0,0.0,1199.1275078562546,더샵 송도그란테르 G5-5블록,APT,민영,인천,인천광역시 연수구 송도동 32-8 (G5-5BL),97,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000167,198.2300K,0,0,331500,0,5,0,0,0,2026000167,0,275.7629,1,0,0,0.0,1202.119646986596,더샵 송도그란테르 G5-5블록,APT,민영,인천,인천광역시 연수구 송도동 32-8 (G5-5BL),97,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-01,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
2,2026000166,084.2300K,2,2,125100,2,1,0,6,0,2026000166,14,116.8412,15,0,0,0.4827586206896552,1070.683971065001,더샵 송도그란테르 G5-4블록,APT,민영,인천,인천광역시 연수구 송도동 32-10 (G5-4BL),91,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
5,2026000166,118.2300K,0,0,179300,5,2,0,0,1,2026000166,11,163.8218,47,0,0,0.1896551724137931,1094.4819309762192,더샵 송도그란테르 G5-4블록,APT,민영,인천,인천광역시 연수구 송도동 32-10 (G5-4BL),91,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000166,129.4600K,0,0,214600,0,3,0,0,0,2026000166,0,182.8884,1,0,0,0.0,1173.3931731044725,더샵 송도그란테르 G5-4블록,APT,민영,인천,인천광역시 연수구 송도동 32-10 (G5-4BL),91,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000166,188.7900K,0,0,302900,0,4,0,0,0,2026000166,0,264.6965,2,0,0,0.0,1144.3294490104704,더샵 송도그란테르 G5-4블록,APT,민영,인천,인천광역시 연수구 송도동 32-10 (G5-4BL),91,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000166,198.2300K,0,0,324300,0,5,0,0,0,2026000166,0,276.4695,1,0,0,0.0,1173.0046171458334,더샵 송도그란테르 G5-4블록,APT,민영,인천,인천광역시 연수구 송도동 32-10 (G5-4BL),91,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
2,2026000165,084.2300K,2,2,126400,2,1,0,6,0,2026000165,14,117.3654,13,0,0,0.5185185185185185,1076.978393973011,더샵 송도그란테르 G5-3블록,APT,민영,인천,인천광역시 연수구 송도동 32-12 (G5-3BL),85,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
5,2026000165,118.2300K,0,0,181200,5,2,0,0,1,2026000165,11,164.5575,43,0,0,0.2037037037037037,1101.1348616744906,더샵 송도그란테르 G5-3블록,APT,민영,인천,인천광역시 연수구 송도동 32-12 (G5-3BL),85,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000165,129.4600K,0,0,211400,0,3,0,0,0,2026000165,0,183.694,1,0,0,0.0,1150.8269186799787,더샵 송도그란테르 G5-3블록,APT,민영,인천,인천광역시 연수구 송도동 32-12 (G5-3BL),85,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000165,188.7900K,0,0,315500,0,4,0,0,0,2026000165,0,265.8711,2,0,0,0.0,1186.665267492405,더샵 송도그란테르 G5-3블록,APT,민영,인천,인천광역시 연수구 송도동 32-12 (G5-3BL),85,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
0,2026000165,198.2300K,0,0,327900,0,5,0,0,0,2026000165,0,277.7031,1,0,0,0.0,1180.7574348287794,더샵 송도그란테르 G5-3블록,APT,민영,인천,인천광역시 연수구 송도동 32-12 (G5-3BL),85,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-06-02,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
4,2026000164,084.8600A,4,4,130800,4,1,0,10,1,2026000164,27,113.7346,19,0,0,0.5869565217391305,1150.0458083995547,더샵 송도그란테르 G5-1블록,APT,민영,인천,"인천광역시 연수구 송도동 32-1, 4 (G5-1BL)",853,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-05-28,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
13,2026000164,084.2800B,13,11,131500,13,2,0,30,3,2026000164,83,113.8084,50,0,0,0.6240601503759399,1155.4507400156754,더샵 송도그란테르 G5-1블록,APT,민영,인천,"인천광역시 연수구 송도동 32-1, 4 (G5-1BL)",853,2026-05-07,2026-05-19,2026-05-21,2026-05-19,2026-05-19,2026-05-28,분양주택,N,N,N,Y,,,,,2026,5,0,0,0
