ETC_HSHLDCO,HOUSE_MANAGE_NO,HOUSE_TY,INSTT_RECOMEND_HSHLDCO,LFE_FRST_HSHLDCO,LTTOT_TOP_AMOUNT,MNYCH_HSHLDCO,MODEL_NO,NWBB_HSHLDCO,NWWDS_HSHLDCO,OLD_PARNTS_SUPORT_HSHLDCO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO,TRANSR_INSTT_ENFSN_HSHLDCO,YGMN_HSHLDCO
0,2026820003,055.8600A,0,0,49963,0,01,0,0,0,2026820003,113,79.7436,0,0,0
0,2026820003,055.4900B,0,0,49632,0,02,0,0,0,2026820003,37,79.2154,0,0,0
0,2026820003,055.9000C,0,0,49999,0,03,0,0,0,2026820003,16,79.8007,0,0,0
0,2026820002,055.0000A,0,0,42374,0,01,0,0,0,2026820002,180,81.0064,0,0,0
0,2026820002,055.0000B,0,0,42215,0,02,0,0,0,2026820002,15,80.7024,0,0,0
0,2026820002,055.0000C,0,0,42298,0,03,0,0,0,2026820002,9,80.8616,0,0,0
7,2026000193,059.0000A,4,5,52678,3,01,6,3,1,2026000193,29,82.4529,8,0,0
5,2026000193,059.0000B,5,4,52793,3,02,6,3,1,2026000193,27,82.6322,7,0,0
4,2026000193,074.0000A,2,2,64611,2,03,3,1,1,2026000193,15,103.1317,4,0,0
36,2026000193,084.0000A,1,0,73245,0,04,1,0,0,2026000193,38,116.9129,1,0,0
0,2026000185,067.7016A,0,0,14425,0,01,0,0,0,2026000185,0,93.1853,96,0,0
0,2026000185,067.8493B,0,0,14315,0,02,0,0,0,2026000185,0,92.9847,101,0,0
0,2026000185,084.9785A,0,0,17563,0,03,0,0,0,2026000185,0,111.0259,77,0,0
0,2026000185,084.9948B,0,0,17671,0,04,0,0,0,2026000185,0,110.8278,76,0,0
0,2026000185,084.9134C,0,0,17360,0,05,0,0,0,2026000185,0,111.3624,26,0,0
0,2026000178,059.6000E,0,1,47900,0,01,0,0,0,2026000178,1,77.7020,1,0,0
0,2026000178,060.2700E,2,3,48240,0,02,0,3,0,2026000178,8,77.9650,5,0,0
0,2026000178,063.3700D,1,1,50140,0,03,0,2,0,2026000178,4,81.1390,6,0,0
0,2026000178,063.7900H,1,2,51370,0,04,0,5,0,2026000178,8,83.0920,8,0,0
0,2026000178,066.7400G,1,0,53040,0,05,0,1,0,2026000178,2,85.7970,1,0,0
0,2026000178,068.6700B,1,0,54540,3,06,0,3,0,2026000178,7,88.2890,5,0,0
0,2026000178,068.1800F,2,0,53840,3,07,0,4,1,2026000178,10,87.1520,7,0,0
0,2026000178,069.5600A,0,0,56070,2,08,0,0,1,2026000178,3,90.7160,2,0,0
0,2026000174,084.9627A,12,11,79831,12,01,0,28,4,2026000174,67,117.2675,51,0,0
0,2026000174,084.9982B,12,11,79099,12,02,0,27,4,2026000174,66,116.2428,49,0,0
0,2026000174,084.9651C,6,6,78493,6,03,0,14,2,2026000174,34,116.5126,26,0,0
0,2026000174,142.5518 ,0,0,150508,0,04,0,0,0,2026000174,0,198.3732,2,0,0
0,2026000174,167.4697 ,0,0,173716,0,05,0,0,0,2026000174,0,229.2154,4,0,0
0,2026000172,074.9671A,2,2,68700,10,01,0,7,0,2026000172,21,101.8298,3,0,0
0,2026000172,074.9653B,2,1,67200,8,02,0,5,0,2026000172,16,101.6949,2,0,0
0,2026000172,084.9841A,18,16,75900,80,03,0,53,6,2026000172,173,114.1556,7,0,0
0,2026000172,084.9794B,3,3,75900,11,04,0,8,1,2026000172,26,114.7040,1,0,0
0,2026000172,084.9830C,3,4,75900,17,05,0,11,1,2026000172,36,113.8823,3,0,0
0,2026000170,066.9412 ,4,3,36700,4,01,0,9,2,2026000170,22,89.7412,20,0,0
0,2026000170,084.9644A,9,8,45400,9,02,0,22,3,2026000170,51,114.0591,47,0,0
0,2026000170,084.9697B,17,15,45400,17,03,0,39,6,2026000170,94,114.3423,78,0,0
0,2026000170,084.9689C,4,4,44800,4,04,0,11,2,2026000170,25,114.4586,23,0,0
0,2026000170,117.5756 ,0,0,63700,10,05,0,0,4,2026000170,14,155.6668,92,0,0
3,2026000169,084.8600H,3,3,123300,3,01,0,7,1,2026000169,20,109.3535,14,0,0
3,2026000169,084.7800I,3,3,124100,3,02,0,8,1,2026000169,21,110.0848,15,0,0
3,2026000169,084.5600J,3,3,124000,3,03,0,8,1,2026000169,21,109.9432,15,0,0
3,2026000169,100.9800A,0,0,150000,3,04,0,0,1,2026000169,7,130.6944,27,0,0
3,2026000169,100.5800B,0,0,146100,3,05,0,0,1,2026000169,7,129.7106,27,0,0
3,2026000169,100.9500C,0,0,147300,3,06,0,0,1,2026000169,7,130.7974,29,0,0
3,2026000169,124.7300H,0,0,181900,3,07,0,0,1,2026000169,7,160.8749,27,0,0
3,2026000169,124.8300I,0,0,181900,3,08,0,0,1,2026000169,7,160.8783,29,0,0
3,2026000169,128.1100H,0,0,184100,3,09,0,0,1,2026000169,7,165.1576,29,0,0
0,2026000169,198.8600C,0,0,334500,0,10,0,0,0,2026000169,0,257.9288,2,0,0
3,2026000168,084.2300K,3,2,130600,3,01,0,7,0,2026000168,18,116.4041,14,0,0
6,2026000168,118.2300K,0,0,187100,6,02,0,0,1,2026000168,13,163.2081,51,0,0
0,2026000168,129.4600K,0,0,223800,0,03,0,0,0,2026000168,0,182.2177,1,0,0
0,2026000168,188.7900K,0,0,315700,0,04,0,0,0,2026000168,0,263.7154,2,0,0
0,2026000168,198.2300K,0,0,336900,0,05,0,0,0,2026000168,0,275.4418,1,0,0
3,2026000167,084.2300K,3,2,128100,3,01,0,7,0,2026000167,18,116.5410,13,0,0
6,2026000167,118.2300K,0,0,183500,6,02,0,0,1,2026000167,13,163.4003,49,0,0
0,2026000167,129.4600K,0,0,212200,0,03,0,0,0,2026000167,0,182.4269,1,0,0
0,2026000167,188.7900K,0,0,316600,0,04,0,0,0,2026000167,0,264.0253,2,0,0
0,2026000167,198.2300K,0,0,331500,0,05,0,0,0,2026000167,0,275.7629,1,0,0
2,2026000166,084.2300K,2,2,125100,2,01,0,6,0,2026000166,14,116.8412,15,0,0
5,2026000166,118.2300K,0,0,179300,5,02,0,0,1,2026000166,11,163.8218,47,0,0
0,2026000166,129.4600K,0,0,214600,0,03,0,0,0,2026000166,0,182.8884,1,0,0
0,2026000166,188.7900K,0,0,302900,0,04,0,0,0,2026000166,0,264.6965,2,0,0
0,2026000166,198.2300K,0,0,324300,0,05,0,0,0,2026000166,0,276.4695,1,0,0
2,2026000165,084.2300K,2,2,126400,2,01,0,6,0,2026000165,14,117.3654,13,0,0
5,2026000165,118.2300K,0,0,181200,5,02,0,0,1,2026000165,11,164.5575,43,0,0
0,2026000165,129.4600K,0,0,211400,0,03,0,0,0,2026000165,0,183.6940,1,0,0
0,2026000165,188.7900K,0,0,315500,0,04,0,0,0,2026000165,0,265.8711,2,0,0
0,2026000165,198.2300K,0,0,327900,0,05,0,0,0,2026000165,0,277.7031,1,0,0
4,2026000164,084.8600A,4,4,130800,4,01,0,10,1,2026000164,27,113.7346,19,0,0
13,2026000164,084.2800B,13,11,131500,13,02,0,30,3,2026000164,83,113.8084,50,0,0
13,2026000164,084.1200C,13,11,131800,13,03,0,30,3,2026000164,83,114.0626,50,0,0
4,2026000164,102.9300A,0,0,155200,4,04,0,0,1,2026000164,9,138.3122,37,0,0
4,2026000164,102.5000B,0,0,154600,4,05,0,0,1,2026000164,9,137.7590,37,0,0
8,2026000164,102.4100C,0,0,152800,8,06,0,0,2,2026000164,18,137.7532,65,0,0
2,2026000164,102.5100D,0,0,155300,2,07,0,0,0,2026000164,4,138.3818,22,0,0
2,2026000164,102.5100E,0,0,155300,2,08,0,0,0,2026000164,4,138.3818,20,0,0
4,2026000164,124.5700A,0,0,193500,4,09,0,0,1,2026000164,9,167.8226,37,0,0
8,2026000164,124.8100B,0,0,194300,8,10,0,0,2,2026000164,18,167.7114,65,0,0
2,2026000164,124.9800C,0,0,195400,2,11,0,0,0,2026000164,4,167.8701,22,0,0
2,2026000164,124.9800D,0,0,195400,2,12,0,0,0,2026000164,4,167.8701,20,0,0
8,2026000164,128.4500A,0,0,197100,8,13,0,0,2,2026000164,18,172.5843,65,0,0
2,2026000164,128.1300B,0,0,197800,2,14,0,0,0,2026000164,4,171.5627,22,0,0
2,2026000164,128.1300C,0,0,197800,2,15,0,0,0,2026000164,4,171.5627,20,0,0
0,2026000164,198.7900A,0,0,333600,0,16,0,0,0,2026000164,0,270.1614,2,0,0
0,2026000164,198.4000B,0,0,333400,0,17,0,0,0,2026000164,0,267.7496,2,0,0
0,2026000163,059.8844A,22,20,39970,22,01,0,51,7,2026000163,122,85.9676,100,0,0
0,2026000163,059.8891B,2,2,39790,2,02,0,6,1,2026000163,13,85.9933,14,0,0
0,2026000163,072.7669A,25,23,43930,25,03,0,58,7,2026000163,138,96.8796,115,0,0
0,2026000163,072.4631B,11,10,43650,11,04,0,26,3,2026000163,61,96.3602,53,0,0
0,2026000163,084.6653A,3,2,54670,3,05,0,6,1,2026000163,15,114.6700,12,0,0
0,2026000163,084.6222B,10,9,54620,10,06,0,22,3,2026000163,54,114.5775,42,0,0
0,2026000156,049.7500A,8,7,80200,8,01,0,19,1,2026000156,43,76.3285,42,0,0
0,2026000156,059.8400A,1,1,95300,1,02,0,3,1,2026000156,7,91.5545,7,0,0
0,2026000155,084.8390A,12,23,56710,12,01,0,28,3,2026000155,78,108.2059,45,0,0
0,2026000155,084.9914B,10,19,56660,10,02,0,24,3,2026000155,66,109.0337,39,0,0
0,2026000155,084.9865C,6,11,55850,6,03,0,14,1,2026000155,38,108.7546,23,0,0
0,2026000155,101.9956 ,0,0,66400,16,04,0,0,5,2026000155,21,129.2943,146,0,0
0,2026000154,084.8390A,18,34,56710,18,01,0,41,5,2026000154,116,108.2146,65,0,0
0,2026000154,084.9914B,14,27,56660,14,02,0,33,4,2026000154,92,109.0423,55,0,0
0,2026000154,084.9865C,9,18,55850,9,03,0,22,2,2026000154,60,108.7632,37,0,0
0,2026000154,101.9956 ,0,0,66400,24,04,0,0,7,2026000154,31,129.3047,214,0,0
0,2026000152,059.9000A,37,34,87080,37,01,0,86,11,2026000152,205,81.4763,169,0,0
0,2026000152,059.7700B,11,10,85610,11,02,0,25,3,2026000152,60,82.1311,47,0,0
0,2026000152,074.6300A,21,19,101960,21,03,0,48,7,2026000152,116,100.5216,92,0,0
0,2026000152,074.3000B,11,10,100850,11,04,0,25,3,2026000152,60,100.9223,48,0,0
0,2026000152,084.3400A,7,6,113900,7,05,0,17,2,2026000152,39,113.9587,34,0,0
0,2026000152,084.6000B,3,2,110190,3,06,0,6,1,2026000152,15,114.1690,12,0,0
0,2026000150,084.9563A,25,10,57100,11,01,0,33,4,2026000150,83,108.6249,163,0,0
0,2026000150,084.9527B,15,26,55150,18,02,0,60,5,2026000150,124,108.1583,36,0,0
0,2026000150,111.1359 ,0,0,77560,27,03,0,0,7,2026000150,34,140.5182,120,0,0
0,2026000149,084.9563A,13,6,58860,5,01,0,11,2,2026000149,37,107.7667,96,0,0
0,2026000149,084.9527B,14,18,56850,11,02,0,51,4,2026000149,98,107.3001,39,0,0
0,2026000149,111.1359 ,0,0,79940,38,03,0,0,10,2026000149,48,139.3956,228,0,0
0,2026000147,084.9907A,25,22,88800,24,01,0,57,8,2026000147,136,120.5018,112,0,0
0,2026000147,084.9971B,12,11,91300,12,02,0,28,4,2026000147,67,120.7436,57,0,0
0,2026000147,101.9965 ,0,0,112900,12,03,0,0,2,2026000147,14,143.6164,110,0,0
0,2026000146,059.9174 ,6,6,39200,6,01,0,15,2,2026000146,35,82.9898,29,0,0
0,2026000146,070.7905 ,7,6,47660,7,02,0,16,2,2026000146,38,97.8666,36,0,0
0,2026000143,026.9146 ,1,1,18170,0,01,0,0,0,2026000143,2,38.7363,3,0,0
0,2026000143,046.7967 ,1,2,31130,0,02,0,2,0,2026000143,5,66.3645,1,0,0
0,2026000143,059.8551A,4,3,39910,4,03,0,9,1,2026000143,21,85.0849,18,0,0
0,2026000143,059.8387B,0,0,39890,0,04,0,1,0,2026000143,1,85.9030,1,0,0
0,2026000143,074.9777 ,0,0,49730,2,05,0,2,1,2026000143,5,106.0426,3,0,0
4,2026000142,059.9500A,10,11,49304,7,01,14,7,3,2026000142,56,82.4497,20,0,0
3,2026000142,059.9500B,6,6,49304,4,02,7,4,2,2026000142,32,82.4497,9,0,0
3,2026000142,074.9100A,5,4,61368,3,03,6,3,1,2026000142,25,103.0243,6,0,0
6,2026000142,084.6700A,4,4,69363,3,04,5,3,1,2026000142,26,116.4473,8,0,0
0,2026000135,074.9500A,6,6,55131,4,01,8,4,2,2026000135,30,98.6986,11,0,0
0,2026000135,084.0000A,27,27,62516,18,02,37,18,9,2026000135,136,111.3141,50,0,0
0,2026000135,084.0000B,7,9,62516,6,03,11,6,3,2026000135,42,111.3931,15,0,0
0,2026000135,084.9800C,2,3,62508,2,04,4,2,1,2026000135,14,111.9067,8,0,0
0,2026000133,074.9469 ,1,0,70200,0,01,0,1,0,2026000133,2,103.4214,4,0,0
0,2026000133,075.9849 ,0,0,70000,0,02,0,0,0,2026000133,0,105.7979,2,0,0
0,2026000133,084.9630A,2,2,74900,2,03,0,3,1,2026000133,10,108.4411,2,0,0
0,2026000133,084.9650B,1,0,75100,1,04,0,2,0,2026000133,4,108.7147,4,0,0
0,2026000133,084.8968C,1,1,74000,1,05,0,2,0,2026000133,5,109.3721,3,0,0
0,2026000132,059.9815A,12,11,36444,12,01,0,21,4,2026000132,60,80.2371,59,0,0
0,2026000132,059.9538B,5,4,37244,5,02,0,8,1,2026000132,23,81.9997,24,0,0
0,2026000132,075.9345A,2,2,45490,2,03,0,5,1,2026000132,12,100.1527,15,0,0
0,2026000132,075.9813B,1,2,46503,2,04,0,4,1,2026000132,10,102.3839,10,0,0
0,2026000132,084.2548A,12,11,50287,12,05,0,23,3,2026000132,61,110.7144,64,0,0
0,2026000132,084.6662B,8,7,51575,8,06,0,14,2,2026000132,39,113.5512,40,0,0
0,2026000130,069.7157A,0,0,45000,0,01,0,0,0,2026000130,0,90.0662,8,0,0
0,2026000130,084.9163A,0,0,54600,0,02,0,0,0,2026000130,0,109.2686,4,0,0
0,2026000130,084.7589B,0,0,54600,0,03,0,0,0,2026000130,0,110.4091,4,0,0
0,2026000130,084.1386C,0,0,53600,0,04,0,0,0,2026000130,0,108.3051,4,0,0
0,2026000130,084.9333D,0,0,54800,0,05,0,0,0,2026000130,0,109.8124,4,0,0
0,2026000130,084.8300E,0,0,55200,0,06,0,0,0,2026000130,0,109.4271,2,0,0
0,2026000130,084.1140F,0,0,54500,0,07,0,0,0,2026000130,0,109.0342,6,0,0
0,2026000130,099.9896A,0,0,67500,0,08,0,0,0,2026000130,0,127.9686,14,0,0
0,2026000130,099.2980D,0,0,61600,0,09,0,0,0,2026000130,0,127.3492,3,0,0
0,2026000129,059.9015A,5,4,47070,4,01,0,10,1,2026000129,24,78.5120,23,0,0
0,2026000129,059.7714B,10,8,46320,9,02,0,22,2,2026000129,51,78.4155,45,0,0
0,2026000129,084.6688A,24,21,64100,23,03,0,54,7,2026000129,129,109.6157,106,0,0
0,2026000129,084.4529B,18,19,63250,21,04,0,49,6,2026000129,113,110.0149,102,0,0
0,2026000129,104.2229A,0,0,76850,28,05,0,0,8,2026000129,36,135.5120,251,0,0
0,2026000129,119.6029A,0,0,85730,7,06,0,0,2,2026000129,9,154.3948,62,0,0
3,2026000128,059.9800A,12,13,56778,8,01,16,8,4,2026000128,64,81.4992,21,0,0
1,2026000128,059.9800B,3,2,56778,0,02,4,2,0,2026000128,12,81.4992,4,0,0
0,2026000128,074.9200A,0,0,69057,2,03,1,0,0,2026000128,3,101.7993,1,0,0
5,2026000128,084.9900A,3,3,78340,2,04,4,2,2,2026000128,21,115.4822,6,0,0
0,2026000127,084.9982C,30,27,52960,30,01,0,71,9,2026000127,167,115.4931,142,0,0
0,2026000126,084.9794A,12,11,80170,7,01,14,7,4,2026000126,55,109.7554,17,0,0
0,2026000126,084.9830B,10,11,79200,7,02,14,7,4,2026000126,53,109.5257,17,0,0
0,2026000126,084.9548C,7,7,78790,5,03,10,5,2,2026000126,36,111.2003,15,0,0
9,2026000126,084.9603D,22,22,80080,15,04,30,15,7,2026000126,120,109.6375,31,0,0
0,2026000125,095.3811A,0,0,106040,3,01,0,0,1,2026000125,4,123.4494,28,0,0
0,2026000125,095.3591B,0,0,105970,1,02,0,0,0,2026000125,1,123.3792,5,0,0
0,2026000125,095.9676C,0,0,107560,1,03,0,0,0,2026000125,1,125.2286,9,0,0
0,2026000125,095.9677D,0,0,107560,1,04,0,0,0,2026000125,1,125.2287,11,0,0
0,2026000124,074.5900A,30,27,47552,14,01,36,18,9,2026000124,134,101.5395,46,0,0
0,2026000124,074.7200B,16,20,47635,11,02,27,13,7,2026000124,94,101.7164,40,0,0
0,2026000124,084.5600A,18,23,53908,19,03,31,16,8,2026000124,115,115.1116,41,0,0
0,2026000124,084.5600B,29,24,53908,19,04,31,16,8,2026000124,127,115.1116,30,0,0
0,2026000124,084.9400C,0,0,54150,0,05,0,0,0,2026000124,0,115.6289,3,0,0
0,2026000121,084.9421A,7,6,90500,9,01,0,14,2,2026000121,38,115.0961,22,0,0
0,2026000121,084.8550B,2,1,91500,2,02,0,3,1,2026000121,9,115.9178,6,0,0
0,2026000121,084.8958C,7,6,91000,9,03,0,15,2,2026000121,39,114.8220,23,0,0
0,2026000121,104.9032 ,0,0,118300,10,04,0,0,1,2026000121,11,142.2448,51,0,0
0,2026000115,074.9524A,0,0,44980,0,01,0,0,0,2026000115,0,102.3487,1,0,0
0,2026000115,084.7657A,5,4,53380,5,02,0,11,1,2026000115,26,115.6474,23,0,0
0,2026000115,084.7696B,1,1,52440,1,03,0,3,0,2026000115,6,116.1025,7,0,0
0,2026000114,048.6543 ,4,4,127200,0,01,0,8,1,2026000114,17,65.1142,19,0,0
0,2026000114,052.7960A,3,2,144000,3,02,0,7,1,2026000114,16,72.2805,13,0,0
0,2026000114,052.7960B,1,0,141940,1,03,0,1,0,2026000114,3,72.2805,2,0,0
0,2026000114,052.7960C,0,0,143020,0,04,0,0,0,2026000114,0,72.2805,2,0,0
0,2026000114,059.9880A,3,3,176900,3,05,0,8,1,2026000114,18,81.3574,17,0,0
0,2026000114,059.2820B,6,6,169300,10,06,0,16,2,2026000114,40,79.2927,30,0,0
0,2026000113,102.7378 ,0,0,107000,4,01,0,0,1,2026000113,5,124.5898,28,0,0
0,2026000113,102.7378P,0,0,109200,3,02,0,0,1,2026000113,4,124.5898,30,0,0
0,2026000113,108.7178 ,0,0,87000,7,03,0,0,2,2026000113,9,131.7872,58,0,0
0,2026000113,115.1988 ,0,0,115080,0,04,0,0,0,2026000113,0,139.5802,1,0,0
0,2026000113,115.1988P,0,0,120580,0,05,0,0,0,2026000113,0,139.5802,1,0,0
0,2026000113,116.4757T,0,0,88000,2,06,0,0,1,2026000113,3,139.7277,19,0,0
0,2026000113,118.1488 ,0,0,94530,0,07,0,0,0,2026000113,0,143.4715,2,0,0
0,2026000112,059.9010 ,8,7,56200,8,01,0,17,3,2026000112,43,82.9297,31,0,0
0,2026000112,075.7753A,13,12,67770,13,02,0,30,4,2026000112,72,105.4199,57,0,0
0,2026000112,075.7218B,5,4,66930,5,03,0,10,2,2026000112,26,104.1299,15,0,0
0,2026000112,084.7910A,7,6,71570,7,04,0,16,2,2026000112,38,113.0052,32,0,0
0,2026000112,084.7677B,4,3,70570,4,05,0,8,2,2026000112,21,112.5525,15,0,0
0,2026000111,074.8854 ,6,5,47800,6,01,0,14,1,2026000111,32,97.3477,32,0,0
0,2026000111,084.8949 ,16,14,53900,16,02,0,38,4,2026000111,88,109.2797,78,0,0
0,2026000111,115.8766 ,0,0,74600,9,03,0,0,2,2026000111,11,148.1781,80,0,0
0,2026000110,076.2548A,17,33,53600,17,01,0,40,5,2026000110,112,99.1914,62,0,0
1,2026000110,084.9621A,12,26,59540,13,02,0,31,4,2026000110,87,110.1949,49,0,0
0,2026000110,084.8884B,4,7,58950,4,03,0,9,1,2026000110,25,110.1876,14,0,0
0,2026000109,084.7557 ,25,22,46150,25,01,0,57,8,2026000109,137,121.1337,113,0,0
0,2026000109,089.9089 ,0,0,47750,5,02,0,0,1,2026000109,6,127.9654,44,0,0
0,2026000109,105.7905 ,0,0,55890,16,03,0,0,5,2026000109,21,149.9554,146,0,0
0,2026000107,059.9299A,5,5,63900,5,01,0,13,1,2026000107,29,81.8840,28,0,0
0,2026000107,059.8802B,5,4,62900,5,02,0,11,1,2026000107,26,82.5094,25,0,0
0,2026000107,059.9281C,9,8,61900,9,03,0,22,2,2026000107,50,81.8749,46,0,0
0,2026000107,084.9099A,8,7,88200,8,04,0,18,2,2026000107,43,114.0893,39,0,0
0,2026000107,084.9326B,47,42,87200,47,05,0,109,14,2026000107,259,115.1822,218,0,0
0,2026000107,084.9481C,7,7,86200,7,06,0,18,2,2026000107,41,115.5694,38,0,0
0,2026000107,084.8671D,11,10,87200,11,07,0,26,3,2026000107,61,114.8204,53,0,0
0,2026000107,114.9276A,0,0,115800,5,08,0,0,1,2026000107,6,153.3787,51,0,0
0,2026000107,114.9574B,0,0,111800,5,09,0,0,1,2026000107,6,155.1239,50,0,0
0,2026000107,162.7498A,0,0,239000,0,10,0,0,0,2026000107,0,223.2451,1,0,0
0,2026000107,162.3499B,0,0,241000,0,11,0,0,0,2026000107,0,222.8422,2,0,0
0,2026000107,170.5257A,0,0,249000,0,12,0,0,0,2026000107,0,231.9170,1,0,0
0,2026000107,170.3095B,0,0,120500,0,13,0,0,0,2026000107,0,232.4173,1,0,0
0,2026000107,225.6083 ,0,0,158500,0,14,0,0,0,2026000107,0,304.8833,1,0,0
0,2026000107,250.5785 ,0,0,199000,0,15,0,0,0,2026000107,0,341.1008,1,0,0
0,2026000107,260.5379 ,0,0,207100,0,16,0,0,0,2026000107,0,354.9439,1,0,0
0,2026000105,084.0000A,62,56,77690,62,01,0,112,19,2026000105,311,113.8550,315,0,0
0,2026000105,115.0000A,0,0,106990,21,02,0,0,6,2026000105,27,153.5981,179,0,0
0,2026000105,134.5594 ,0,0,216990,0,03,0,0,0,2026000105,0,183.1310,2,0,0
0,2026000104,084.0000A,65,58,77620,65,01,0,118,20,2026000104,326,114.9268,330,0,0
0,2026000104,084.9913C,19,17,76920,18,02,0,33,5,2026000104,92,116.0905,93,0,0
0,2026000104,099.0000A,0,0,99920,11,03,0,0,3,2026000104,14,134.9610,91,0,0
0,2026000102,084.9183A,7,6,79500,10,01,0,16,2,2026000102,41,117.2756,27,0,0
0,2026000102,084.9279B,7,6,79500,10,02,0,16,2,2026000102,41,119.4400,27,0,0
0,2026000102,084.9154C,14,12,79500,21,03,0,32,4,2026000102,83,117.9988,55,0,0
0,2026000102,084.6110D,14,12,79500,21,04,0,32,4,2026000102,83,118.4080,55,0,0
0,2026000102,084.9260E,7,6,79100,10,05,0,16,2,2026000102,41,119.1616,27,0,0
0,2026000102,084.9260F,0,0,76000,0,06,0,0,0,2026000102,0,119.1855,1,0,0
0,2026000101,073.9154 ,1,1,70190,1,01,0,3,0,2026000101,6,99.1102,11,0,0
0,2026000101,081.7466 ,0,0,77960,0,02,0,0,0,2026000101,0,108.5828,2,0,0
0,2026000101,084.8637A,6,7,82000,8,03,0,14,2,2026000101,37,112.6261,40,0,0
0,2026000101,084.8927B,3,3,81580,3,04,0,6,1,2026000101,16,112.4309,17,0,0
0,2026000096,059.9018A,0,1,42220,1,01,0,3,0,2026000096,5,81.6853,9,0,0
0,2026000096,059.9659B,0,0,41830,0,02,0,0,0,2026000096,0,82.5225,3,0,0
0,2026000096,074.9271A,0,2,50650,2,03,0,5,0,2026000096,9,100.3928,16,0,0
0,2026000096,074.9536B,0,1,50910,1,04,0,4,0,2026000096,6,101.2949,12,0,0
0,2026000096,084.9911A,20,20,58250,22,05,0,52,6,2026000096,120,113.3928,109,0,0
0,2026000096,084.9755B,10,9,58760,10,06,0,24,3,2026000096,56,114.4025,52,0,0
0,2026000096,105.9965 ,0,0,72550,10,07,0,0,3,2026000096,13,140.5966,90,0,0
0,2026000094,059.9116A,13,12,215010,13,01,0,30,4,2026000094,72,86.0898,60,0,0
0,2026000094,059.8054B,0,0,218990,2,02,0,2,0,2026000094,4,86.5559,5,0,0
0,2026000094,059.9537C,1,3,220880,2,03,0,6,0,2026000094,12,86.1125,16,0,0
0,2026000094,084.9634A,8,6,258510,6,04,0,15,2,2026000094,37,110.5586,28,0,0
0,2026000094,084.9995B,9,8,251350,10,05,0,21,3,2026000094,51,110.9623,40,0,0
0,2026000094,084.9712C,0,2,258320,2,06,0,5,1,2026000094,10,110.4839,10,0,0
0,2026000094,106.9502A,0,0,301310,2,07,0,0,1,2026000094,3,135.8696,21,0,0
0,2026000093,070.9692 ,7,6,41860,7,01,0,16,2,2026000093,38,93.5339,35,0,0
0,2026000093,084.9785A,15,14,49810,15,02,0,35,5,2026000093,84,112.4196,65,0,0
0,2026000093,084.9702B,16,15,48340,16,03,0,38,4,2026000093,89,111.3258,75,0,0
0,2026000093,084.9571C,4,3,48550,4,04,0,8,1,2026000093,20,111.7681,17,0,0
0,2026000093,109.9600 ,0,0,63550,6,05,0,0,2,2026000093,8,143.4252,58,0,0
0,2026000093,141.9559 ,0,0,91350,0,06,0,0,0,2026000093,0,187.4190,4,0,0
0,2026000091,084.9587A,28,54,49100,28,01,0,65,8,2026000091,211,112.2159,74,28,0
0,2026000091,084.9965B,13,24,49000,13,02,0,30,3,2026000091,96,111.8326,35,13,0
0,2026000091,084.9625C,9,17,49300,9,03,0,20,2,2026000091,66,112.6864,25,9,0
0,2026000091,084.9538D,4,8,49000,4,04,0,9,1,2026000091,30,111.9577,13,4,0
0,2026000091,084.9531E,1,3,48800,1,05,0,3,0,2026000091,9,112.6162,8,1,0
0,2026000091,084.9923F,1,3,49100,1,06,0,3,0,2026000091,9,113.2776,8,1,0
0,2026000090,084.9587A,45,86,47550,45,01,0,105,13,2026000090,339,110.5145,118,45,0
0,2026000090,084.9965B,9,18,47450,9,02,0,22,2,2026000090,69,110.1306,28,9,0
0,2026000090,084.9625C,19,36,47600,19,03,0,44,5,2026000090,142,110.9850,52,19,0
0,2026000090,084.9538D,10,19,47450,10,04,0,23,3,2026000090,75,110.2565,25,10,0
0,2026000090,084.9531E,1,2,48250,1,05,0,3,0,2026000090,8,110.9149,7,1,0
0,2026000090,084.9923F,1,2,48050,1,06,0,3,0,2026000090,8,111.5756,7,1,0
0,2026000090,109.9697A,0,0,65200,4,07,0,0,1,2026000090,9,141.2052,37,4,0
0,2026000090,109.9474B,0,0,64200,13,08,0,0,4,2026000090,30,141.3858,105,13,0
0,2026000090,135.9436A,0,0,84500,3,09,0,0,0,2026000090,6,174.6906,24,3,0
0,2026000090,135.9282T,0,0,86400,0,10,0,0,0,2026000090,0,174.2340,6,0,0
0,2026000089,084.9828A,12,11,54640,12,01,0,27,4,2026000089,66,109.8817,51,0,0
0,2026000089,084.8256B,8,8,53460,8,02,0,19,3,2026000089,46,110.5123,34,0,0
0,2026000089,084.9271C,24,22,53260,24,03,0,55,8,2026000089,133,109.6298,104,0,0
0,2026000089,084.7928D,2,2,53740,2,04,0,4,1,2026000089,11,110.6526,4,0,0
0,2026000089,084.9839E,9,8,54840,9,05,0,20,3,2026000089,49,110.6270,36,0,0
0,2026000089,117.9680A,0,0,75070,8,06,0,0,3,2026000089,11,151.7396,68,0,0
0,2026000089,117.9647B,0,0,72890,5,07,0,0,2,2026000089,7,151.0682,34,0,0
0,2026000089,125.9243A,0,0,79550,12,08,0,0,4,2026000089,16,160.9911,102,0,0
