ETC_HSHLDCO,HOUSE_MANAGE_NO,HOUSE_TY,INSTT_RECOMEND_HSHLDCO,LFE_FRST_HSHLDCO,LTTOT_TOP_AMOUNT,MNYCH_HSHLDCO,MODEL_NO,NWBB_HSHLDCO,NWWDS_HSHLDCO,OLD_PARNTS_SUPORT_HSHLDCO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO,TRANSR_INSTT_ENFSN_HSHLDCO,YGMN_HSHLDCO
0,2022000169,230.8322P,0,0,211963,0,07,0,0,0,2022000169,0,313.1001,1,0,0
0,2022000168,037.5200 ,0,1,29000,1,01,0,3,1,2022000168,6,51.3500,8,0,0
0,2022000168,047.1400 ,0,1,35500,1,02,0,3,1,2022000168,6,63.7100,13,0,0
0,2022000168,053.3900 ,0,1,39000,1,03,0,3,1,2022000168,6,74.1700,13,0,0
0,2022000168,054.0100 ,0,1,39800,1,04,0,3,1,2022000168,6,72.4700,13,0,0
0,2022000165,075.9568A,9,19,29300,0,01,0,39,0,2022000165,67,98.7588,32,0,0
0,2022000165,075.9719B,5,10,28400,0,02,0,20,0,2022000165,35,98.8104,15,0,0
0,2022000165,084.3001A,43,89,32900,53,03,0,67,16,2022000165,268,109.6745,180,0,0
0,2022000165,084.8374B,28,56,32900,33,04,0,42,10,2022000165,169,110.5159,112,0,0
0,2022000164,076.9810 ,46,90,33230,42,01,0,93,13,2022000164,284,101.1086,158,0,0
1,2022000164,084.9967 ,45,93,38922,48,02,0,90,14,2022000164,291,111.3229,184,0,0
0,2022000163,051.8022 ,48,61,7332,24,01,0,73,7,2022000163,213,72.7180,29,0,0
0,2022000163,052.3359 ,14,17,7486,7,02,0,20,2,2022000163,60,72.6273,8,0,0
0,2022000163,059.8326A,76,95,8474,38,03,0,115,11,2022000163,335,82.7741,46,0,0
0,2022000163,059.9093B,24,29,8490,12,04,0,35,4,2022000163,104,82.5999,14,0,0
0,2022000161,062.6900 ,3,2,27050,4,01,0,6,1,2022000161,16,82.3070,14,0,0
0,2022000161,084.9100A,0,0,36309,0,02,0,0,0,2022000161,0,110.6074,4,0,0
0,2022000161,084.9800B,3,2,36820,6,03,0,7,2,2022000161,20,110.6425,13,0,0
0,2022000161,120.7100 ,0,0,49990,0,04,0,0,0,2022000161,0,154.7894,40,0,0
0,2022000156,084.9851A,18,18,63400,18,01,0,36,6,2022000156,96,120.5067,80,0,0
0,2022000156,084.9906B,9,9,63800,9,02,0,18,2,2022000156,47,120.1952,43,0,0
0,2022000156,084.9921C,9,9,63600,9,03,0,18,2,2022000156,47,121.0114,43,0,0
0,2022000156,084.9815D,4,4,62900,4,04,0,9,1,2022000156,22,119.6372,23,0,0
0,2022000156,084.9821E,8,8,63300,8,05,0,17,3,2022000156,44,120.4288,42,0,0
0,2022000156,084.9871F,4,4,63600,4,06,0,9,2,2022000156,23,121.0186,22,0,0
0,2022000156,084.9983G,4,4,63200,4,07,0,9,2,2022000156,23,119.0029,22,0,0
1,2022000155,084.9565A,24,47,39100,24,01,0,47,7,2022000155,150,110.1225,86,0,0
1,2022000155,084.8255B,4,9,39600,4,02,0,9,1,2022000155,28,109.9769,16,0,0
0,2022000155,101.8081A,0,0,49190,11,03,0,0,3,2022000155,14,131.1840,102,0,0
0,2022000155,101.4297B,0,0,49000,3,04,0,0,1,2022000155,4,130.6691,22,0,0
0,2022000155,112.8081A,0,0,52110,23,05,0,0,7,2022000155,30,144.5154,205,0,0
0,2022000155,112.4297B,0,0,51930,3,06,0,0,1,2022000155,4,144.0005,27,0,0
0,2022000154,084.9513A,7,15,51910,7,01,0,15,2,2022000154,46,116.6353,28,0,0
0,2022000154,084.9998B,9,18,49823,9,02,0,18,3,2022000154,57,116.3553,34,0,0
0,2022000154,084.7365C,19,38,48087,19,03,0,38,6,2022000154,120,116.3554,72,0,0
0,2022000154,116.7269A,0,0,65787,6,04,0,0,2,2022000154,8,143.1660,56,0,0
0,2022000154,118.7168B,0,0,60323,7,05,0,0,2,2022000154,9,143.4482,59,0,0
0,2022000153,084.4725A,0,0,78490,0,01,0,0,0,2022000153,0,107.0388,109,0,0
0,2022000153,084.5770B,0,0,77630,0,02,0,0,0,2022000153,0,107.8099,40,0,0
0,2022000153,084.5770C,0,0,71770,0,03,0,0,0,2022000153,0,107.8099,8,0,0
0,2022000153,113.8680 ,0,0,107183,0,04,0,0,0,2022000153,0,144.0157,56,0,0
0,2022000150,070.4742 ,6,6,33351,6,01,0,13,2,2022000150,33,91.4698,31,0,0
0,2022000150,084.8608A,22,22,42393,22,02,0,45,6,2022000150,117,109.0902,108,0,0
0,2022000150,084.8008B,11,11,42365,11,03,0,23,3,2022000150,59,109.0182,57,0,0
0,2022000149,073.3949 ,8,8,27870,8,01,0,17,2,2022000149,43,97.3542,43,0,0
0,2022000149,077.1066A,7,7,30290,7,02,0,14,2,2022000149,37,102.7981,33,0,0
0,2022000149,077.4779B,1,1,30290,1,03,0,3,0,2022000149,6,103.0452,12,0,0
0,2022000149,084.8636 ,6,6,32970,6,04,0,12,1,2022000149,31,112.1390,29,0,0
0,2022000147,084.9927A,56,112,39300,56,01,0,112,16,2022000147,352,111.7345,209,0,0
0,2022000147,084.9960B,16,32,38090,16,02,0,32,4,2022000147,100,112.2256,64,0,0
0,2022000147,084.9751C,7,14,38560,7,03,0,14,2,2022000147,44,113.0194,29,0,0
0,2022000143,084.7785A,6,7,46000,7,01,0,14,2,2022000143,36,115.8816,38,0,0
0,2022000143,084.6993B,6,7,46300,7,02,0,15,2,2022000143,37,116.9789,38,0,0
0,2022000143,084.9412C,4,3,45500,3,03,0,7,1,2022000143,18,116.0617,20,0,0
0,2022000143,084.8905D,4,3,46500,3,04,0,7,1,2022000143,18,116.6694,19,0,0
0,2022000143,092.9380A,0,0,48900,3,05,0,0,1,2022000143,4,124.9631,34,0,0
0,2022000143,092.9696B,0,0,49500,3,06,0,0,1,2022000143,4,126.2293,33,0,0
0,2022000142,077.8107A,8,8,54440,8,01,0,16,2,2022000142,42,108.9405,42,0,0
0,2022000142,084.7270A,8,8,57620,8,02,0,16,2,2022000142,42,117.0741,42,0,0
0,2022000142,084.7313B,16,16,58200,16,03,0,33,5,2022000142,86,115.8966,83,0,0
0,2022000142,084.9245C,8,8,57700,8,04,0,16,2,2022000142,42,117.8482,42,0,0
0,2022000142,113.1556A,0,0,131970,0,05,0,0,0,2022000142,0,156.2633,2,0,0
0,2022000142,113.1556B,0,0,131970,0,06,0,0,0,2022000142,0,156.2553,1,0,0
0,2022000141,059.9263 ,8,8,45250,12,01,0,17,3,2022000141,48,81.1354,37,0,0
0,2022000141,084.9965A,1,1,67380,1,02,0,2,0,2022000141,5,113.8158,4,0,0
0,2022000141,084.9996B,1,1,66780,1,03,0,2,0,2022000141,5,115.1646,9,0,0
0,2022000140,074.9169A,42,84,41000,42,01,0,84,13,2022000140,265,97.8259,155,0,0
0,2022000140,074.8191B,12,24,40000,12,02,0,24,3,2022000140,75,98.7585,46,0,0
0,2022000140,084.8196A,19,39,47600,19,03,0,39,6,2022000140,122,110.7933,73,0,0
0,2022000140,084.7923B,32,65,47300,32,04,0,65,10,2022000140,204,110.8195,120,0,0
0,2022000140,084.9194C,14,27,47300,14,05,0,27,4,2022000140,86,111.4226,51,0,0
0,2022000140,110.9811A,0,0,62900,16,06,0,0,5,2022000140,21,144.3269,138,0,0
0,2022000140,110.8875B,0,0,62100,22,07,0,0,6,2022000140,28,143.4499,184,0,0
0,2022000140,110.8098C,0,0,62300,16,08,0,0,5,2022000140,21,145.2484,145,0,0
0,2022000139,070.7337 ,17,17,36600,17,01,0,34,5,2022000139,90,92.6309,82,0,0
0,2022000139,078.9971A,34,34,40400,34,02,0,67,10,2022000139,179,102.6163,157,0,0
0,2022000139,078.9942B,15,15,39900,15,03,0,30,5,2022000139,80,102.9888,70,0,0
0,2022000139,084.9339 ,22,22,42800,22,04,0,43,6,2022000139,115,110.2002,101,0,0
0,2022000139,084.8483T,0,0,48700,0,05,0,0,0,2022000139,0,112.3086,6,0,0
0,2022000138,074.9929A,15,25,40100,10,01,0,30,5,2022000138,85,96.8292,15,0,0
0,2022000138,074.8183B,7,12,39600,5,02,0,15,2,2022000138,41,96.4780,9,0,0
0,2022000138,084.8216A,81,133,45200,53,03,0,160,26,2022000138,453,108.1547,84,0,0
0,2022000138,084.8219B,10,18,45000,7,04,0,22,3,2022000138,60,108.7496,15,0,0
0,2022000138,084.4775C,46,77,44200,31,05,0,93,15,2022000138,262,108.9002,49,0,0
0,2022000137,099.4559A,0,0,53800,21,01,0,0,7,2022000137,28,127.3991,191,0,0
0,2022000137,099.0528B,0,0,53400,14,02,0,0,5,2022000137,19,126.4350,127,0,0
0,2022000137,099.7011C,0,0,54000,9,03,0,0,3,2022000137,12,127.5501,78,0,0
0,2022000137,099.5477D,0,0,47500,0,04,0,0,0,2022000137,0,127.2196,2,0,0
0,2022000137,125.1938P,0,0,85400,0,05,0,0,0,2022000137,0,163.0805,5,0,0
0,2022000136,084.9840A,14,28,50700,14,01,0,28,5,2022000136,89,115.2314,49,0,0
0,2022000136,084.9060B,14,28,50300,14,02,0,28,5,2022000136,89,115.2129,49,0,0
0,2022000136,084.9811C,18,35,50300,18,03,0,35,6,2022000136,112,114.8826,61,0,0
0,2022000136,084.9679D,4,7,49800,4,04,0,7,2,2022000136,24,115.2855,10,0,0
0,2022000135,038.1976 ,1,7,20700,0,01,0,13,0,2022000135,21,53.1421,0,0,0
0,2022000135,041.3016 ,2,2,22600,1,02,0,14,2,2022000135,21,57.7745,0,0,0
0,2022000135,063.9463 ,0,0,34100,0,03,0,0,0,2022000135,0,88.1867,44,0,0
0,2022000135,073.9602A,0,0,39200,0,04,0,0,0,2022000135,0,101.6350,30,0,0
0,2022000135,073.9737B,0,0,39500,0,05,0,0,0,2022000135,0,102.2118,19,0,0
0,2022000131,059.9902A,12,12,43000,18,01,0,18,3,2022000131,63,81.9951,53,0,0
0,2022000131,059.9954B,16,16,41300,24,02,0,24,5,2022000131,85,81.9620,78,0,0
0,2022000131,074.2438 ,10,10,54000,16,03,0,16,3,2022000131,55,100.7376,50,0,0
0,2022000131,074.2438B,0,0,48500,0,04,0,0,0,2022000131,0,100.7536,1,0,0
0,2022000131,084.9935 ,6,6,63800,8,05,0,8,2,2022000131,30,114.4864,25,0,0
0,2022000130,084.8962A,2,2,41760,2,01,0,7,1,2022000130,14,114.2984,12,0,0
0,2022000130,084.3790B,1,2,41770,1,02,0,2,0,2022000130,6,114.0159,7,0,0
0,2022000130,084.3170C,2,1,40280,2,03,0,1,0,2022000130,6,113.0833,6,0,0
0,2022000130,084.8032D,1,1,41430,1,04,0,2,1,2022000130,6,113.4158,7,0,0
0,2022000129,039.9690A,0,0,61990,0,01,0,0,0,2022000129,0,62.4006,4,0,0
0,2022000129,042.2948A,2,2,66290,2,02,0,4,0,2022000129,10,65.7115,14,0,0
0,2022000129,045.9844B,7,7,74970,7,03,0,15,2,2022000129,38,71.7381,39,0,0
0,2022000129,049.2134A,2,2,78960,2,04,0,4,0,2022000129,10,76.9977,14,0,0
0,2022000129,049.9619B,2,2,79920,2,05,0,4,0,2022000129,10,78.0191,14,0,0
0,2022000129,049.9976C,4,4,82870,4,06,0,8,1,2022000129,21,77.7551,21,0,0
0,2022000129,049.9995D,0,0,84800,0,07,0,0,0,2022000129,0,78.8040,4,0,0
0,2022000129,056.5067A,0,0,95260,0,08,0,0,0,2022000129,0,88.5152,9,0,0
0,2022000129,059.9851A,0,0,101580,0,09,0,0,0,2022000129,0,93.7573,24,0,0
0,2022000129,059.9954B,0,0,101200,0,10,0,0,0,2022000129,0,94.0345,17,0,0
0,2022000129,059.7446C,0,0,101150,0,11,0,0,0,2022000129,0,93.0957,15,0,0
0,2022000128,041.4983A,2,2,65430,2,01,0,4,0,2022000128,10,61.5097,14,0,0
0,2022000128,046.6997C,4,4,74900,4,02,0,9,1,2022000128,22,69.4034,26,0,0
0,2022000128,049.2617F,2,2,85410,2,03,0,4,0,2022000128,10,73.4203,13,0,0
0,2022000128,059.9881A,0,0,105720,0,04,0,0,0,2022000128,0,89.9306,23,0,0
0,2022000128,059.7076B,0,0,102130,0,05,0,0,0,2022000128,0,88.7136,23,0,0
0,2022000128,059.6641C,0,0,99920,0,06,0,0,0,2022000128,0,88.5013,24,0,0
0,2022000127,059.9490 ,5,3,25990,3,01,0,6,1,2022000127,18,80.7420,16,0,0
0,2022000127,082.5820 ,0,0,33560,0,02,0,0,0,2022000127,0,109.6040,1,0,0
0,2022000127,084.9700A,5,6,35930,6,03,0,12,2,2022000127,31,112.6820,28,0,0
0,2022000127,084.9350B,5,5,36490,5,04,0,10,2,2022000127,27,112.6630,22,0,0
0,2022000127,084.7730C,10,10,36490,10,05,0,20,2,2022000127,52,113.2610,49,0,0
0,2022000127,084.8990D,0,1,35360,1,06,0,2,0,2022000127,4,113.4240,6,0,0
0,2022000127,084.7730E,0,0,34240,0,07,0,0,0,2022000127,0,113.2610,1,0,0
0,2022000124,053.6371 ,1,3,28900,1,01,0,4,0,2022000124,9,70.6456,9,0,0
0,2022000124,074.1775 ,4,3,48500,4,02,0,7,1,2022000124,19,95.9572,17,0,0
0,2022000124,082.9872 ,4,3,51500,4,03,0,7,1,2022000124,19,102.8397,17,0,0
0,2022000123,112.7300C,0,0,58990,2,01,0,0,1,2022000123,3,135.8498,12,0,0
0,2022000123,112.9500D,0,0,59460,1,02,0,0,0,2022000123,1,136.8025,9,0,0
0,2022000123,113.3900A,0,0,60340,1,03,0,0,0,2022000123,1,138.5279,8,0,0
0,2022000123,113.1300B,0,0,59360,5,04,0,0,2,2022000123,7,136.5893,40,0,0
0,2022000123,119.4700P,0,0,85900,0,05,0,0,0,2022000123,0,145.2014,1,0,0
0,2022000123,123.4300F,0,0,64610,1,06,0,0,0,2022000123,1,149.2599,7,0,0
0,2022000123,124.5400E,0,0,64630,1,07,0,0,0,2022000123,1,149.5748,7,0,0
0,2022000123,153.5200P,0,0,145350,0,08,0,0,0,2022000123,0,186.5608,1,0,0
0,2022000121,084.9931A,6,10,22252,5,01,0,9,1,2022000121,31,110.4674,16,0,0
0,2022000121,084.9981B,0,0,22429,0,02,0,1,0,2022000121,1,110.7031,1,0,0
0,2022000121,084.3617C,0,1,22351,1,03,0,1,1,2022000121,4,110.5159,3,0,0
0,2022000120,059.6866A,8,17,16882,8,01,0,17,3,2022000120,53,83.0869,33,0,0
0,2022000120,059.7236B,3,6,17027,3,02,0,6,1,2022000120,19,83.5095,9,0,0
0,2022000120,059.9942C,3,6,17139,3,03,0,6,1,2022000120,19,84.0359,10,0,0
0,2022000119,054.9200 ,0,0,63600,0,01,0,1,0,2022000119,1,76.4655,3,0,0
0,2022000119,059.7400A,1,2,74000,2,02,0,4,1,2022000119,10,83.9118,11,0,0
0,2022000119,059.7400B,1,1,72900,1,03,0,1,0,2022000119,4,83.9118,2,0,0
0,2022000119,059.7400C,1,0,72900,0,04,0,1,0,2022000119,2,83.8118,2,0,0
0,2022000116,041.8300 ,16,20,53430,0,01,0,37,0,2022000116,73,59.8400,82,0,0
0,2022000116,059.9000A,34,44,76290,15,02,0,82,15,2022000116,190,80.5000,148,0,0
0,2022000116,059.8600B,6,9,75790,2,03,0,16,2,2022000116,35,80.6000,30,0,0
0,2022000116,059.9700C,5,6,75790,1,04,0,12,1,2022000116,25,81.0100,23,0,0
0,2022000116,059.8600D,2,3,77400,1,05,0,6,1,2022000116,13,80.7300,10,0,0
0,2022000116,059.9400E,4,5,75790,1,06,0,9,1,2022000116,20,81.5000,18,0,0
0,2022000116,084.9100A,0,0,93970,0,07,0,0,0,2022000116,0,112.5700,15,0,0
0,2022000116,084.7700B,0,0,95190,0,08,0,0,0,2022000116,0,112.3400,3,0,0
0,2022000116,099.6800 ,0,0,108330,0,09,0,0,0,2022000116,0,131.7600,2,0,0
0,2022000112,070.4955 ,0,0,53550,0,01,0,0,0,2022000112,0,95.1823,5,0,0
0,2022000112,070.4955A,0,0,53650,0,02,0,0,0,2022000112,0,95.1823,1,0,0
0,2022000112,078.6451 ,0,0,56850,0,03,0,0,0,2022000112,0,101.0956,5,0,0
0,2022000112,078.6451A,0,0,57950,0,04,0,0,0,2022000112,0,101.0956,1,0,0
0,2022000112,079.0051 ,0,0,56850,0,05,0,0,0,2022000112,0,101.4886,15,0,0
0,2022000112,079.0051A,0,0,55950,0,06,0,0,0,2022000112,0,101.4886,2,0,0
0,2022000112,079.0051B,0,0,57950,0,07,0,0,0,2022000112,0,101.4886,1,0,0
0,2022000112,083.9718 ,0,0,59600,0,08,0,0,0,2022000112,0,106.8716,6,0,0
0,2022000112,084.1076 ,0,0,59600,0,09,0,0,0,2022000112,0,106.4239,10,0,0
0,2022000112,084.1076A,0,0,59700,0,10,0,0,0,2022000112,0,106.4239,2,0,0
0,2022000111,059.7995A,4,5,40287,4,01,0,9,1,2022000111,23,80.2709,23,0,0
0,2022000111,059.8051B,4,3,39141,4,02,0,8,1,2022000111,20,80.2999,18,0,0
0,2022000111,084.7094A,8,8,58845,8,03,0,16,2,2022000111,42,111.3850,40,0,0
0,2022000104,059.8552A,5,5,44790,5,01,0,10,1,2022000104,26,83.4515,27,0,0
0,2022000104,059.9857B,4,3,44910,3,02,0,7,1,2022000104,18,83.8768,21,0,0
0,2022000104,072.6558A,1,1,52200,1,03,0,2,0,2022000104,5,100.1401,7,0,0
0,2022000104,072.9771B,0,0,52190,0,04,0,0,0,2022000104,0,100.7068,1,0,0
0,2022000103,039.9969A,3,3,54488,0,01,0,5,0,2022000103,11,55.7391,12,0,0
0,2022000103,053.9850A,9,9,74256,0,02,0,18,0,2022000103,36,74.5915,50,0,0
0,2022000103,053.9875B,3,3,72611,0,03,0,5,0,2022000103,11,74.4235,10,0,0
0,2022000103,059.9877A,7,7,83210,7,04,0,14,3,2022000103,38,83.9925,30,0,0
0,2022000103,074.9676A,0,0,91961,0,05,0,0,0,2022000103,0,103.8121,50,0,0
0,2022000103,080.8489A,0,0,108415,0,06,0,0,0,2022000103,0,111.9031,104,0,0
0,2022000103,084.8655A,0,0,115003,0,07,0,0,0,2022000103,0,118.2678,48,0,0
0,2022000103,084.9706B,0,0,114924,0,08,0,0,0,2022000103,0,118.1867,24,0,0
0,2022000102,059.9513A,2,1,74010,1,01,0,3,0,2022000102,7,82.6281,7,0,0
0,2022000102,059.8850B,1,1,71040,1,02,0,3,1,2022000102,7,82.5877,6,0,0
0,2022000102,084.8786 ,0,0,106210,0,03,0,0,0,2022000102,0,118.5708,14,0,0
0,2022000101,080.9035A,0,0,49230,0,01,0,6,0,2022000101,6,108.1310,35,0,0
0,2022000101,081.7661B,5,0,49755,6,02,0,6,1,2022000101,18,109.8156,2,0,0
0,2022000101,081.7661C,0,0,49376,0,03,0,0,0,2022000101,0,109.8176,1,0,0
0,2022000096,109.5536 ,0,0,96360,0,01,0,0,0,2022000096,0,125.7081,4,0,0
0,2022000096,137.1131A,0,0,121810,3,02,0,0,1,2022000096,4,156.3021,32,0,0
0,2022000096,137.1131B,0,0,119810,0,03,0,0,0,2022000096,0,156.1533,4,0,0
0,2022000095,020.4364A,0,2,11036,2,01,0,4,1,2022000095,9,28.6675,10,0,0
0,2022000095,028.1417B,0,2,15680,2,02,0,4,1,2022000095,9,38.9948,10,0,0
0,2022000095,048.9585C,0,2,27830,2,03,0,4,0,2022000095,8,66.9202,11,0,0
0,2022000094,049.5733 ,0,0,23200,0,01,0,0,0,2022000094,0,67.5211,5,0,0
0,2022000094,059.9806 ,0,0,29000,0,02,0,0,0,2022000094,0,81.9702,9,0,0
0,2022000094,066.6357 ,0,0,31750,0,03,0,0,0,2022000094,0,90.2106,3,0,0
0,2022000094,084.9302A,0,0,41700,0,04,0,0,0,2022000094,0,115.0583,13,0,0
0,2022000094,084.9485B,0,0,40900,0,05,0,0,0,2022000094,0,114.3476,9,0,0
0,2022000093,084.2472A,4,4,45055,4,01,0,8,1,2022000093,21,109.0702,20,0,0
0,2022000093,084.5745B,7,7,47510,7,02,0,14,1,2022000093,36,108.8827,32,0,0
0,2022000093,084.1347C,4,4,45055,4,03,0,8,1,2022000093,21,108.5732,19,0,0
0,2022000093,084.8788D,5,5,47510,5,04,0,9,1,2022000093,25,109.3361,21,0,0
0,2022000092,018.6585A,0,0,21000,0,01,0,0,0,2022000092,0,36.5521,1,0,0
0,2022000092,018.9021B,0,0,21000,0,02,0,0,0,2022000092,0,37.3618,1,0,0
0,2022000092,018.5019C,0,0,21000,0,03,0,0,0,2022000092,0,36.2707,2,0,0
0,2022000092,019.9815A,2,8,25000,0,04,0,14,0,2022000092,24,38.7549,20,0,0
0,2022000092,019.7295B,0,0,21400,0,05,0,0,0,2022000092,0,38.3110,6,0,0
0,2022000092,020.7740A,0,0,25000,0,06,0,0,0,2022000092,0,40.5377,9,0,0
0,2022000092,020.9300B,0,0,25000,0,07,0,0,0,2022000092,0,40.8418,6,0,0
0,2022000092,020.6650C,0,0,21800,0,08,0,0,0,2022000092,0,39.9915,2,0,0
0,2022000092,023.8466 ,0,0,23000,0,09,0,0,0,2022000092,0,46.1247,4,0,0
0,2022000092,023.3354A,0,0,29000,0,10,0,0,0,2022000092,0,33.5228,1,0,0
0,2022000092,023.3354B,0,0,27000,0,11,0,0,0,2022000092,0,33.5228,1,0,0
0,2022000092,024.3350 ,0,0,27000,0,12,0,0,0,2022000092,0,46.8694,4,0,0
0,2022000092,025.9755 ,1,0,29000,0,13,0,0,0,2022000092,1,50.3707,1,0,0
0,2022000092,026.6863 ,4,0,33000,0,14,0,4,0,2022000092,8,37.8238,1,0,0
0,2022000092,056.7067A,0,0,77890,0,15,0,0,0,2022000092,0,77.3269,1,0,0
0,2022000092,056.7067B,0,0,77190,0,16,0,0,0,2022000092,0,77.3269,1,0,0
0,2022000092,058.9672 ,0,0,80660,0,17,0,0,0,2022000092,0,80.3118,1,0,0
0,2022000092,059.9906A,3,2,87910,7,18,0,5,2,2022000092,19,81.3614,1,0,0
0,2022000092,059.9879B,4,4,92490,7,19,0,5,2,2022000092,22,81.4226,2,0,0
0,2022000092,066.1059 ,0,0,90910,0,20,0,0,0,2022000092,0,91.7663,1,0,0
0,2022000092,076.1473 ,0,0,102940,0,21,0,0,0,2022000092,0,103.4390,2,0,0
0,2022000092,078.1719 ,0,0,114780,0,22,0,0,0,2022000092,0,106.0268,74,0,0
0,2022000091,069.9300 ,3,3,41840,3,01,0,6,0,2022000091,15,92.0552,17,0,0
0,2022000091,076.9500 ,2,2,46770,2,02,0,4,0,2022000091,10,100.7629,12,0,0
0,2022000091,084.9400A,16,16,54400,16,03,0,33,4,2022000091,85,111.4027,80,0,0
0,2022000091,084.9900B,9,9,53280,9,04,0,18,2,2022000091,47,111.3042,44,0,0
0,2022000090,075.9770A,1,1,49700,1,01,0,3,0,2022000090,6,99.0560,13,0,0
0,2022000090,075.9190B,2,2,49760,2,02,0,4,0,2022000090,10,98.1440,10,0,0
0,2022000090,075.8400C,2,2,50110,2,03,0,4,0,2022000090,10,98.8430,10,0,0
0,2022000090,077.9370 ,11,11,50750,11,04,0,23,3,2022000090,59,100.1040,59,0,0
0,2022000090,084.2780A,8,8,57480,8,05,0,16,2,2022000090,42,108.8690,40,0,0
0,2022000090,084.7350B,3,3,55760,3,06,0,7,1,2022000090,17,109.9840,21,0,0
0,2022000090,084.2780C,3,3,55200,3,07,0,7,1,2022000090,17,108.8670,21,0,0
0,2022000090,084.2780T,1,1,58050,1,08,0,2,0,2022000090,5,108.8690,8,0,0
0,2022000088,084.9833A,10,20,31900,10,01,0,20,3,2022000088,63,113.3515,39,0,0
0,2022000088,084.9262B,42,85,31410,42,02,0,85,12,2022000088,266,113.2078,159,0,0
0,2022000088,084.9833P,32,65,33590,32,03,0,65,9,2022000088,203,113.3515,123,0,0
0,2022000085,084.0726A,9,9,54230,9,01,0,18,2,2022000085,47,108.7165,45,0,0
0,2022000085,084.4015B,4,4,54120,4,02,0,9,1,2022000085,22,108.8060,24,0,0
0,2022000084,098.1454 ,0,0,81500,0,01,0,0,0,2022000084,0,121.6850,40,0,0
0,2022000084,098.1454P,0,0,92000,0,02,0,0,0,2022000084,0,121.6580,20,0,0
0,2022000084,159.0686 ,0,0,118500,0,03,0,0,0,2022000084,0,200.2043,10,0,0
0,2022000084,165.3353 ,0,0,119500,0,04,0,0,0,2022000084,0,206.5680,10,0,0
0,2022000083,137.0494 ,0,0,109100,0,01,0,0,0,2022000083,0,157.3276,8,0,0
0,2022000083,139.7476P,0,0,123500,0,02,0,0,0,2022000083,0,160.1050,4,0,0
0,2022000083,145.1261A,0,0,112100,0,03,0,0,0,2022000083,0,167.3682,8,0,0
0,2022000083,145.1792B,0,0,112100,0,04,0,0,0,2022000083,0,166.7729,4,0,0
0,2022000083,147.6302A,0,0,125500,0,05,0,0,0,2022000083,0,170.2485,4,0,0
0,2022000083,147.8784B,0,0,125500,0,06,0,0,0,2022000083,0,170.1702,2,0,0
0,2022000083,261.8184 ,0,0,173020,0,07,0,0,0,2022000083,0,303.3548,4,0,0
0,2022000083,264.2276 ,0,0,173020,0,08,0,0,0,2022000083,0,307.3367,4,0,0
0,2022000083,279.2201 ,0,0,173020,0,09,0,0,0,2022000083,0,324.5658,2,0,0
0,2022000081,084.7795 ,0,0,72277,0,01,0,0,0,2022000081,0,108.4260,1,0,0
0,2022000081,084.8321A,0,0,74246,0,02,0,0,0,2022000081,0,107.3153,8,0,0
0,2022000081,084.7795B,0,0,80511,0,03,0,0,0,2022000081,0,108.4250,25,0,0
0,2022000080,084.9738A,0,0,79703,0,01,0,0,0,2022000080,0,112.9904,7,0,0
0,2022000080,084.9720B,0,0,77627,0,02,0,0,0,2022000080,0,110.3691,4,0,0
0,2022000080,084.9961C,0,0,80902,0,03,0,0,0,2022000080,0,112.3038,13,0,0
0,2022000080,084.9921D,0,0,81910,0,04,0,0,0,2022000080,0,111.5686,14,0,0
0,2022000080,084.9720E,0,0,78135,0,05,0,0,0,2022000080,0,110.3691,3,0,0
0,2022000075,063.4046 ,0,0,32900,0,01,0,0,0,2022000075,0,74.9100,6,0,0
0,2022000075,064.2146A,0,0,34000,0,02,0,0,0,2022000075,0,75.8779,12,0,0
0,2022000075,064.2146B,0,0,40300,0,03,0,0,0,2022000075,0,75.8779,6,0,0
0,2022000075,087.9014 ,0,0,45300,0,04,0,0,0,2022000075,0,103.5558,1,0,0
0,2022000075,089.6114A,0,0,47100,0,05,0,0,0,2022000075,0,105.5323,30,0,0
0,2022000075,089.6114B,0,0,55900,0,06,0,0,0,2022000075,0,105.5323,15,0,0
0,2022000075,091.4609 ,0,0,48700,0,07,0,0,0,2022000075,0,107.3193,2,0,0
0,2022000075,099.5014 ,0,0,52300,0,08,0,0,0,2022000075,0,119.2527,14,0,0
0,2022000075,111.0695A,0,0,64900,0,09,0,0,0,2022000075,0,130.1222,4,0,0
0,2022000075,111.0695B,0,0,78730,0,10,0,0,0,2022000075,0,130.1222,2,0,0
0,2022000074,059.7000A,7,7,60700,7,01,0,14,2,2022000074,37,80.6900,37,0,0
0,2022000074,059.8100B,1,1,61000,1,02,0,3,0,2022000074,6,81.0300,12,0,0
0,2022000074,059.8200C,0,0,60400,0,03,0,1,0,2022000074,1,81.0400,6,0,0
0,2022000074,074.6800A,11,11,73500,11,04,0,22,3,2022000074,58,98.5600,52,0,0
0,2022000074,074.6700B,1,1,73600,1,05,0,3,0,2022000074,6,98.6700,11,0,0
0,2022000074,084.8400A,2,2,80000,2,06,0,4,0,2022000074,10,108.4200,14,0,0
0,2022000073,039.9400 ,1,1,23640,1,01,0,3,0,2022000073,6,60.4885,12,0,0
0,2022000073,049.9000 ,9,9,29900,9,02,0,19,2,2022000073,48,76.5106,49,0,0
