CMPET_RATE,HOUSE_MANAGE_NO,HOUSE_TY,MODEL_NO,PBLANC_NO,REQ_CNT,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO
-,2025000499,084.9284B,02,2025000499,0,01,해당지역,2,62
-,2025000499,084.9284B,02,2025000499,0,02,기타지역,2,62
1.58,2025000499,112.9387A,03,2025000499,581,01,해당지역,1,368
-,2025000499,112.9387A,03,2025000499,192,02,기타지역,1,368
-,2025000499,112.9387A,03,2025000499,139,01,해당지역,2,368
-,2025000499,112.9387A,03,2025000499,141,02,기타지역,2,368
1.08,2025000499,112.8889B,04,2025000499,28,01,해당지역,1,26
-,2025000499,112.8889B,04,2025000499,15,02,기타지역,1,26
-,2025000499,112.8889B,04,2025000499,21,01,해당지역,2,26
-,2025000499,112.8889B,04,2025000499,28,02,기타지역,2,26
2.67,2025000499,186.8963P,05,2025000499,16,01,해당지역,1,6
-,2025000499,186.8963P,05,2025000499,9,02,기타지역,1,6
-,2025000499,186.8963P,05,2025000499,4,01,해당지역,2,6
-,2025000499,186.8963P,05,2025000499,4,02,기타지역,2,6
6.97,2025000498,084.9851A,01,2025000498,2015,01,해당지역,1,289
-,2025000498,084.9851A,01,2025000498,162,02,기타지역,1,289
-,2025000498,084.9851A,01,2025000498,0,01,해당지역,2,289
-,2025000498,084.9851A,01,2025000498,0,02,기타지역,2,289
(△32),2025000498,084.9803B,02,2025000498,71,01,해당지역,1,103
(△24),2025000498,084.9803B,02,2025000498,8,02,기타지역,1,103
6.63,2025000498,084.9803B,02,2025000498,159,01,해당지역,2,103
-,2025000498,084.9803B,02,2025000498,21,02,기타지역,2,103
3.61,2025000498,098.8709 ,03,2025000498,697,01,해당지역,1,193
-,2025000498,098.8709 ,03,2025000498,53,02,기타지역,1,193
-,2025000498,098.8709 ,03,2025000498,106,01,해당지역,2,193
-,2025000498,098.8709 ,03,2025000498,19,02,기타지역,2,193
2.28,2025000498,110.9923 ,04,2025000498,162,01,해당지역,1,71
-,2025000498,110.9923 ,04,2025000498,8,02,기타지역,1,71
-,2025000498,110.9923 ,04,2025000498,29,01,해당지역,2,71
-,2025000498,110.9923 ,04,2025000498,3,02,기타지역,2,71
3.86,2025000498,128.1583 ,05,2025000498,170,01,해당지역,1,44
-,2025000498,128.1583 ,05,2025000498,8,02,기타지역,1,44
-,2025000498,128.1583 ,05,2025000498,38,01,해당지역,2,44
-,2025000498,128.1583 ,05,2025000498,5,02,기타지역,2,44
646.50,2025000497,059.3700 ,01,2025000497,1293,01,해당지역,1,2
-,2025000497,059.3700 ,01,2025000497,0,02,기타지역,1,2
-,2025000497,059.3700 ,01,2025000497,0,01,해당지역,2,2
-,2025000497,059.3700 ,01,2025000497,0,02,기타지역,2,2
1135.96,2025000497,059.3700A,02,2025000497,29535,01,해당지역,1,26
-,2025000497,059.3700A,02,2025000497,0,02,기타지역,1,26
-,2025000497,059.3700A,02,2025000497,0,01,해당지역,2,26
-,2025000497,059.3700A,02,2025000497,0,02,기타지역,2,26
1072.50,2025000497,059.2100C,03,2025000497,2145,01,해당지역,1,2
-,2025000497,059.2100C,03,2025000497,0,02,기타지역,1,2
-,2025000497,059.2100C,03,2025000497,0,01,해당지역,2,2
-,2025000497,059.2100C,03,2025000497,0,02,기타지역,2,2
1.08,2025000487,063.8043 ,01,2025000487,181,01,해당지역,1,167
-,2025000487,063.8043 ,01,2025000487,84,02,기타지역,1,167
-,2025000487,063.8043 ,01,2025000487,41,01,해당지역,2,167
-,2025000487,063.8043 ,01,2025000487,20,02,기타지역,2,167
(△87),2025000487,074.9086 ,02,2025000487,160,01,해당지역,1,247
(△41),2025000487,074.9086 ,02,2025000487,46,02,기타지역,1,247
(△9),2025000487,074.9086 ,02,2025000487,32,01,해당지역,2,247
2.00,2025000487,074.9086 ,02,2025000487,18,02,기타지역,2,247
(△655),2025000487,084.5227A,03,2025000487,459,01,해당지역,1,1114
(△526),2025000487,084.5227A,03,2025000487,129,02,기타지역,1,1114
(△457),2025000487,084.5227A,03,2025000487,69,01,해당지역,2,1114
(△422),2025000487,084.5227A,03,2025000487,35,02,기타지역,2,1114
(△255),2025000487,084.8855B,04,2025000487,39,01,해당지역,1,294
(△242),2025000487,084.8855B,04,2025000487,13,02,기타지역,1,294
(△233),2025000487,084.8855B,04,2025000487,9,01,해당지역,2,294
(△229),2025000487,084.8855B,04,2025000487,4,02,기타지역,2,294
(△229),2025000487,084.9890C,05,2025000487,36,01,해당지역,1,265
(△214),2025000487,084.9890C,05,2025000487,15,02,기타지역,1,265
(△210),2025000487,084.9890C,05,2025000487,4,01,해당지역,2,265
(△198),2025000487,084.9890C,05,2025000487,12,02,기타지역,2,265
(△317),2025000487,099.3062 ,06,2025000487,94,01,해당지역,1,411
(△285),2025000487,099.3062 ,06,2025000487,32,02,기타지역,1,411
(△262),2025000487,099.3062 ,06,2025000487,23,01,해당지역,2,411
(△248),2025000487,099.3062 ,06,2025000487,14,02,기타지역,2,411
(△355),2025000487,113.6508 ,07,2025000487,37,01,해당지역,1,392
(△347),2025000487,113.6508 ,07,2025000487,8,02,기타지역,1,392
(△332),2025000487,113.6508 ,07,2025000487,15,01,해당지역,2,392
(△323),2025000487,113.6508 ,07,2025000487,9,02,기타지역,2,392
3.00,2025000487,152.5880P,08,2025000487,3,01,해당지역,1,1
-,2025000487,152.5880P,08,2025000487,2,02,기타지역,1,1
-,2025000487,152.5880P,08,2025000487,2,01,해당지역,2,1
-,2025000487,152.5880P,08,2025000487,8,02,기타지역,2,1
1.67,2025000487,171.7503P,09,2025000487,5,01,해당지역,1,3
-,2025000487,171.7503P,09,2025000487,0,02,기타지역,1,3
-,2025000487,171.7503P,09,2025000487,2,01,해당지역,2,3
-,2025000487,171.7503P,09,2025000487,1,02,기타지역,2,3
(△1),2025000487,192.7418P,10,2025000487,0,01,해당지역,1,1
(△1),2025000487,192.7418P,10,2025000487,0,02,기타지역,1,1
(△1),2025000487,192.7418P,10,2025000487,0,01,해당지역,2,1
2.00,2025000487,192.7418P,10,2025000487,2,02,기타지역,2,1
(△2),2025000487,197.1512P,11,2025000487,0,01,해당지역,1,2
1.00,2025000487,197.1512P,11,2025000487,2,02,기타지역,1,2
-,2025000487,197.1512P,11,2025000487,1,01,해당지역,2,2
-,2025000487,197.1512P,11,2025000487,3,02,기타지역,2,2
(△38),2025000486,084.9197A,01,2025000486,59,01,해당지역,1,97
(△25),2025000486,084.9197A,01,2025000486,13,02,기타지역,1,97
(△18),2025000486,084.9197A,01,2025000486,7,01,해당지역,2,97
(△17),2025000486,084.9197A,01,2025000486,1,02,기타지역,2,97
(△43),2025000486,084.8903B,02,2025000486,33,01,해당지역,1,76
(△36),2025000486,084.8903B,02,2025000486,7,02,기타지역,1,76
(△31),2025000486,084.8903B,02,2025000486,5,01,해당지역,2,76
(△28),2025000486,084.8903B,02,2025000486,3,02,기타지역,2,76
(△85),2025000486,113.8143A,03,2025000486,25,01,해당지역,1,110
(△85),2025000486,113.8143A,03,2025000486,0,02,기타지역,1,110
(△82),2025000486,113.8143A,03,2025000486,3,01,해당지역,2,110
(△81),2025000486,113.8143A,03,2025000486,1,02,기타지역,2,110
(△35),2025000486,113.7967B,04,2025000486,20,01,해당지역,1,55
(△33),2025000486,113.7967B,04,2025000486,2,02,기타지역,1,55
(△23),2025000486,113.7967B,04,2025000486,10,01,해당지역,2,55
(△23),2025000486,113.7967B,04,2025000486,0,02,기타지역,2,55
1.31,2025000472,059.9241 ,01,2025000472,21,01,해당지역,1,16
-,2025000472,059.9241 ,01,2025000472,82,02,기타지역,1,16
-,2025000472,059.9241 ,01,2025000472,0,01,해당지역,2,16
-,2025000472,059.9241 ,01,2025000472,0,02,기타지역,2,16
1.50,2025000472,066.6115A,02,2025000472,9,01,해당지역,1,6
-,2025000472,066.6115A,02,2025000472,23,02,기타지역,1,6
-,2025000472,066.6115A,02,2025000472,8,01,해당지역,2,6
-,2025000472,066.6115A,02,2025000472,44,02,기타지역,2,6
(△1),2025000472,066.6793B,03,2025000472,4,01,해당지역,1,5
21.00,2025000472,066.6793B,03,2025000472,21,02,기타지역,1,5
-,2025000472,066.6793B,03,2025000472,7,01,해당지역,2,5
-,2025000472,066.6793B,03,2025000472,18,02,기타지역,2,5
10.00,2025000472,075.7005 ,04,2025000472,10,01,해당지역,1,1
-,2025000472,075.7005 ,04,2025000472,30,02,기타지역,1,1
-,2025000472,075.7005 ,04,2025000472,0,01,해당지역,2,1
-,2025000472,075.7005 ,04,2025000472,0,02,기타지역,2,1
(△41),2025000469,072.4640 ,01,2025000469,3,01,해당지역,1,44
(△38),2025000469,072.4640 ,01,2025000469,3,02,기타지역,1,44
(△35),2025000469,072.4640 ,01,2025000469,3,01,해당지역,2,44
(△31),2025000469,072.4640 ,01,2025000469,4,02,기타지역,2,44
(△120),2025000469,074.0874 ,02,2025000469,13,01,해당지역,1,133
(△115),2025000469,074.0874 ,02,2025000469,5,02,기타지역,1,133
(△112),2025000469,074.0874 ,02,2025000469,3,01,해당지역,2,133
(△108),2025000469,074.0874 ,02,2025000469,4,02,기타지역,2,133
(△83),2025000469,084.9629A,03,2025000469,23,01,해당지역,1,106
(△71),2025000469,084.9629A,03,2025000469,12,02,기타지역,1,106
(△47),2025000469,084.9629A,03,2025000469,24,01,해당지역,2,106
(△37),2025000469,084.9629A,03,2025000469,10,02,기타지역,2,106
(△74),2025000469,084.7345B,04,2025000469,12,01,해당지역,1,86
(△71),2025000469,084.7345B,04,2025000469,3,02,기타지역,1,86
(△56),2025000469,084.7345B,04,2025000469,15,01,해당지역,2,86
(△52),2025000469,084.7345B,04,2025000469,4,02,기타지역,2,86
(△57),2025000469,084.9188C,05,2025000469,7,01,해당지역,1,64
(△56),2025000469,084.9188C,05,2025000469,1,02,기타지역,1,64
(△51),2025000469,084.9188C,05,2025000469,5,01,해당지역,2,64
(△49),2025000469,084.9188C,05,2025000469,2,02,기타지역,2,64
(△1),2025000469,117.5352A,06,2025000469,0,01,해당지역,1,1
1.00,2025000469,117.5352A,06,2025000469,1,02,기타지역,1,1
-,2025000469,117.5352A,06,2025000469,0,01,해당지역,2,1
-,2025000469,117.5352A,06,2025000469,4,02,기타지역,2,1
(△2),2025000469,117.9557B,07,2025000469,0,01,해당지역,1,2
(△2),2025000469,117.9557B,07,2025000469,0,02,기타지역,1,2
(△2),2025000469,117.9557B,07,2025000469,0,01,해당지역,2,2
(△1),2025000469,117.9557B,07,2025000469,1,02,기타지역,2,2
(△3),2025000469,117.9547C,08,2025000469,0,01,해당지역,1,3
(△2),2025000469,117.9547C,08,2025000469,1,02,기타지역,1,3
(△2),2025000469,117.9547C,08,2025000469,0,01,해당지역,2,3
1.50,2025000469,117.9547C,08,2025000469,3,02,기타지역,2,3
2.91,2025000468,084.9933A,01,2025000468,547,01,해당지역,1,188
-,2025000468,084.9933A,01,2025000468,408,02,기타지역,1,188
-,2025000468,084.9933A,01,2025000468,83,01,해당지역,2,188
-,2025000468,084.9933A,01,2025000468,65,02,기타지역,2,188
(△54),2025000468,084.9226B,02,2025000468,19,01,해당지역,1,73
(△31),2025000468,084.9226B,02,2025000468,23,02,기타지역,1,73
(△19),2025000468,084.9226B,02,2025000468,12,01,해당지역,2,73
1.21,2025000468,084.9226B,02,2025000468,23,02,기타지역,2,73
4.38,2025000468,084.9826C,03,2025000468,149,01,해당지역,1,34
-,2025000468,084.9826C,03,2025000468,101,02,기타지역,1,34
-,2025000468,084.9826C,03,2025000468,0,01,해당지역,2,34
-,2025000468,084.9826C,03,2025000468,0,02,기타지역,2,34
4.31,2025000468,084.8918D,04,2025000468,56,01,해당지역,1,13
-,2025000468,084.8918D,04,2025000468,45,02,기타지역,1,13
-,2025000468,084.8918D,04,2025000468,0,01,해당지역,2,13
-,2025000468,084.8918D,04,2025000468,0,02,기타지역,2,13
2.03,2025000467,084.9933A,01,2025000467,433,01,해당지역,1,213
-,2025000467,084.9933A,01,2025000467,369,02,기타지역,1,213
-,2025000467,084.9933A,01,2025000467,73,01,해당지역,2,213
-,2025000467,084.9933A,01,2025000467,59,02,기타지역,2,213
(△27),2025000467,084.9226B,02,2025000467,16,01,해당지역,1,43
(△8),2025000467,084.9226B,02,2025000467,19,02,기타지역,1,43
1.75,2025000467,084.9226B,02,2025000467,14,01,해당지역,2,43
-,2025000467,084.9226B,02,2025000467,13,02,기타지역,2,43
15.65,2025000467,084.8918D,03,2025000467,266,01,해당지역,1,17
-,2025000467,084.8918D,03,2025000467,135,02,기타지역,1,17
-,2025000467,084.8918D,03,2025000467,0,01,해당지역,2,17
-,2025000467,084.8918D,03,2025000467,0,02,기타지역,2,17
1.96,2025000466,059.7861A,01,2025000466,102,01,해당지역,1,52
-,2025000466,059.7861A,01,2025000466,11,02,기타지역,1,52
-,2025000466,059.7861A,01,2025000466,45,01,해당지역,2,52
-,2025000466,059.7861A,01,2025000466,15,02,기타지역,2,52
5.71,2025000466,059.9447B,02,2025000466,40,01,해당지역,1,7
-,2025000466,059.9447B,02,2025000466,1,02,기타지역,1,7
-,2025000466,059.9447B,02,2025000466,11,01,해당지역,2,7
-,2025000466,059.9447B,02,2025000466,0,02,기타지역,2,7
(△17),2025000466,074.8409 ,03,2025000466,132,01,해당지역,1,149
(△5),2025000466,074.8409 ,03,2025000466,12,02,기타지역,1,149
6.60,2025000466,074.8409 ,03,2025000466,33,01,해당지역,2,149
-,2025000466,074.8409 ,03,2025000466,2,02,기타지역,2,149
1.96,2025000466,084.3782A,04,2025000466,440,01,해당지역,1,224
-,2025000466,084.3782A,04,2025000466,29,02,기타지역,1,224
-,2025000466,084.3782A,04,2025000466,75,01,해당지역,2,224
-,2025000466,084.3782A,04,2025000466,5,02,기타지역,2,224
(△28),2025000466,084.9628B,05,2025000466,73,01,해당지역,1,101
(△24),2025000466,084.9628B,05,2025000466,4,02,기타지역,1,101
1.08,2025000466,084.9628B,05,2025000466,26,01,해당지역,2,101
-,2025000466,084.9628B,05,2025000466,7,02,기타지역,2,101
4.83,2025000466,114.9006 ,06,2025000466,58,01,해당지역,1,12
-,2025000466,114.9006 ,06,2025000466,3,02,기타지역,1,12
-,2025000466,114.9006 ,06,2025000466,21,01,해당지역,2,12
-,2025000466,114.9006 ,06,2025000466,1,02,기타지역,2,12
1.80,2025000464,059.9722 ,01,2025000464,9,01,해당지역,1,5
-,2025000464,059.9722 ,01,2025000464,6,02,기타지역,1,5
-,2025000464,059.9722 ,01,2025000464,2,01,해당지역,2,5
-,2025000464,059.9722 ,01,2025000464,6,02,기타지역,2,5
(△41),2025000464,068.8390A,02,2025000464,15,01,해당지역,1,56
(△41),2025000464,068.8390A,02,2025000464,0,02,기타지역,1,56
(△38),2025000464,068.8390A,02,2025000464,3,01,해당지역,2,56
(△37),2025000464,068.8390A,02,2025000464,1,02,기타지역,2,56
(△5),2025000464,068.9016B,03,2025000464,1,01,해당지역,1,6
(△5),2025000464,068.9016B,03,2025000464,0,02,기타지역,1,6
(△4),2025000464,068.9016B,03,2025000464,1,01,해당지역,2,6
(△4),2025000464,068.9016B,03,2025000464,0,02,기타지역,2,6
(△41),2025000464,077.9854 ,04,2025000464,9,01,해당지역,1,50
(△39),2025000464,077.9854 ,04,2025000464,2,02,기타지역,1,50
(△38),2025000464,077.9854 ,04,2025000464,1,01,해당지역,2,50
(△38),2025000464,077.9854 ,04,2025000464,0,02,기타지역,2,50
(△191),2025000464,084.9542A,05,2025000464,57,01,해당지역,1,248
(△180),2025000464,084.9542A,05,2025000464,11,02,기타지역,1,248
(△166),2025000464,084.9542A,05,2025000464,14,01,해당지역,2,248
(△162),2025000464,084.9542A,05,2025000464,4,02,기타지역,2,248
(△38),2025000464,084.9852B,06,2025000464,3,01,해당지역,1,41
(△37),2025000464,084.9852B,06,2025000464,1,02,기타지역,1,41
(△36),2025000464,084.9852B,06,2025000464,1,01,해당지역,2,41
(△36),2025000464,084.9852B,06,2025000464,0,02,기타지역,2,41
(△36),2025000464,084.8992C,07,2025000464,0,01,해당지역,1,36
(△36),2025000464,084.8992C,07,2025000464,0,02,기타지역,1,36
(△36),2025000464,084.8992C,07,2025000464,0,01,해당지역,2,36
(△36),2025000464,084.8992C,07,2025000464,0,02,기타지역,2,36
(△26),2025000464,084.9542D,08,2025000464,2,01,해당지역,1,28
(△26),2025000464,084.9542D,08,2025000464,0,02,기타지역,1,28
(△24),2025000464,084.9542D,08,2025000464,2,01,해당지역,2,28
(△23),2025000464,084.9542D,08,2025000464,1,02,기타지역,2,28
(△121),2025000464,110.9716A,09,2025000464,8,01,해당지역,1,129
(△120),2025000464,110.9716A,09,2025000464,1,02,기타지역,1,129
(△117),2025000464,110.9716A,09,2025000464,3,01,해당지역,2,129
(△117),2025000464,110.9716A,09,2025000464,0,02,기타지역,2,129
(△56),2025000464,110.8623B,10,2025000464,1,01,해당지역,1,57
(△56),2025000464,110.8623B,10,2025000464,0,02,기타지역,1,57
(△55),2025000464,110.8623B,10,2025000464,1,01,해당지역,2,57
(△55),2025000464,110.8623B,10,2025000464,0,02,기타지역,2,57
(△56),2025000464,110.7222C,11,2025000464,0,01,해당지역,1,56
(△56),2025000464,110.7222C,11,2025000464,0,02,기타지역,1,56
(△56),2025000464,110.7222C,11,2025000464,0,01,해당지역,2,56
(△56),2025000464,110.7222C,11,2025000464,0,02,기타지역,2,56
(△27),2025000464,110.9716D,12,2025000464,1,01,해당지역,1,28
(△27),2025000464,110.9716D,12,2025000464,0,02,기타지역,1,28
(△27),2025000464,110.9716D,12,2025000464,0,01,해당지역,2,28
(△27),2025000464,110.9716D,12,2025000464,0,02,기타지역,2,28
(△19),2025000464,135.8916 ,13,2025000464,0,01,해당지역,1,19
(△17),2025000464,135.8916 ,13,2025000464,2,02,기타지역,1,19
(△16),2025000464,135.8916 ,13,2025000464,1,01,해당지역,2,19
(△15),2025000464,135.8916 ,13,2025000464,1,02,기타지역,2,19
(△501),2025000462,084.9957A,01,2025000462,42,01,해당지역,1,543
(△496),2025000462,084.9957A,01,2025000462,5,02,기타지역,1,543
(△483),2025000462,084.9957A,01,2025000462,13,01,해당지역,2,543
(△480),2025000462,084.9957A,01,2025000462,3,02,기타지역,2,543
(△132),2025000462,084.9958B,02,2025000462,6,01,해당지역,1,138
(△132),2025000462,084.9958B,02,2025000462,0,02,기타지역,1,138
(△130),2025000462,084.9958B,02,2025000462,2,01,해당지역,2,138
(△130),2025000462,084.9958B,02,2025000462,0,02,기타지역,2,138
(△133),2025000462,084.9914C,03,2025000462,2,01,해당지역,1,135
(△133),2025000462,084.9914C,03,2025000462,0,02,기타지역,1,135
(△131),2025000462,084.9914C,03,2025000462,2,01,해당지역,2,135
(△131),2025000462,084.9914C,03,2025000462,0,02,기타지역,2,135
1.05,2025000462,084.9852T,04,2025000462,20,01,해당지역,1,19
-,2025000462,084.9852T,04,2025000462,0,02,기타지역,1,19
-,2025000462,084.9852T,04,2025000462,19,01,해당지역,2,19
-,2025000462,084.9852T,04,2025000462,0,02,기타지역,2,19
(△20),2025000457,084.8815A,01,2025000457,13,01,해당지역,1,33
(△18),2025000457,084.8815A,01,2025000457,2,02,기타지역,1,33
3.50,2025000457,084.8815A,01,2025000457,63,01,해당지역,2,33
-,2025000457,084.8815A,01,2025000457,60,02,기타지역,2,33
(△33),2025000457,084.7689B,02,2025000457,2,01,해당지역,1,35
(△32),2025000457,084.7689B,02,2025000457,1,02,기타지역,1,35
(△11),2025000457,084.7689B,02,2025000457,21,01,해당지역,2,35
(△8),2025000457,084.7689B,02,2025000457,3,02,기타지역,2,35
(△32),2025000457,084.5654C,03,2025000457,2,01,해당지역,1,34
(△30),2025000457,084.5654C,03,2025000457,2,02,기타지역,1,34
(△9),2025000457,084.5654C,03,2025000457,21,01,해당지역,2,34
(△9),2025000457,084.5654C,03,2025000457,0,02,기타지역,2,34
(△69),2025000457,084.8284D,04,2025000457,1,01,해당지역,1,70
(△69),2025000457,084.8284D,04,2025000457,0,02,기타지역,1,70
(△66),2025000457,084.8284D,04,2025000457,3,01,해당지역,2,70
(△65),2025000457,084.8284D,04,2025000457,1,02,기타지역,2,70
(△66),2025000457,103.7368 ,05,2025000457,4,01,해당지역,1,70
(△65),2025000457,103.7368 ,05,2025000457,1,02,기타지역,1,70
(△57),2025000457,103.7368 ,05,2025000457,8,01,해당지역,2,70
(△55),2025000457,103.7368 ,05,2025000457,2,02,기타지역,2,70
(△34),2025000457,114.9805 ,06,2025000457,1,01,해당지역,1,35
(△33),2025000457,114.9805 ,06,2025000457,1,02,기타지역,1,35
(△31),2025000457,114.9805 ,06,2025000457,2,01,해당지역,2,35
(△31),2025000457,114.9805 ,06,2025000457,0,02,기타지역,2,35
(△7),2025000450,059.5377A,01,2025000450,59,01,해당지역,1,66
43.00,2025000450,059.5377A,01,2025000450,301,02,기타지역,1,66
-,2025000450,059.5377A,01,2025000450,11,01,해당지역,2,66
-,2025000450,059.5377A,01,2025000450,76,02,기타지역,2,66
