AVRG_SCORE,HOUSE_MANAGE_NO,HOUSE_TY,LWET_SCORE,MODEL_NO,PBLANC_NO,RESIDE_SECD,RESIDE_SENM,TOP_SCORE
0,2026000055,074.6029A,0,01,2026000055,02,기타지역,0
0,2026000055,084.8422A,0,02,2026000055,01,해당지역,0
65,2026000055,084.8422A,65,02,2026000055,02,기타지역,65
-,2026000055,084.7200B,-,03,2026000055,01,해당지역,-
-,2026000055,084.7200B,-,03,2026000055,02,기타지역,-
-,2026000052,084.9979A,-,01,2026000052,01,해당지역,-
-,2026000052,084.9979A,-,01,2026000052,02,기타지역,-
-,2026000052,084.9979A,-,01,2026000052,03,기타경기,-
-,2026000052,084.9313B,-,02,2026000052,01,해당지역,-
-,2026000052,084.9313B,-,02,2026000052,02,기타지역,-
-,2026000052,084.9313B,-,02,2026000052,03,기타경기,-
38.36,2026000051,059.9941A,33,01,2026000051,01,해당지역,58
0,2026000051,059.9941A,0,01,2026000051,02,기타지역,0
0,2026000051,059.9843B,0,02,2026000051,01,해당지역,0
50.25,2026000051,059.9843B,35,02,2026000051,02,기타지역,57
43.19,2026000051,084.9905A,37,03,2026000051,01,해당지역,69
0,2026000051,084.9905A,0,03,2026000051,02,기타지역,0
0,2026000051,084.9923B,0,04,2026000051,01,해당지역,0
43.57,2026000051,084.9923B,37,04,2026000051,02,기타지역,64
37.05,2026000051,084.9921C,32,05,2026000051,01,해당지역,54
0,2026000051,084.9921C,0,05,2026000051,02,기타지역,0
35.13,2026000051,084.9921D,27,06,2026000051,01,해당지역,54
0,2026000051,084.9921D,0,06,2026000051,02,기타지역,0
32.55,2026000051,084.9409E,24,07,2026000051,01,해당지역,59
0,2026000051,084.9409E,0,07,2026000051,02,기타지역,0
-,2026000051,125.6353A,-,08,2026000051,01,해당지역,-
-,2026000051,125.6353A,-,08,2026000051,02,기타지역,-
-,2026000051,125.9654B,-,09,2026000051,01,해당지역,-
-,2026000051,125.9654B,-,09,2026000051,02,기타지역,-
-,2026000051,125.8495C,-,10,2026000051,01,해당지역,-
-,2026000051,125.8495C,-,10,2026000051,02,기타지역,-
47.2,2026000049,084.7277A,37,01,2026000049,01,해당지역,72
36.6,2026000049,084.7277A,32,01,2026000049,02,기타지역,64
46.02,2026000049,084.7277A,37,01,2026000049,03,기타경기,69
-,2026000049,084.9343B,-,02,2026000049,01,해당지역,-
-,2026000049,084.9343B,-,02,2026000049,02,기타지역,-
-,2026000049,084.9343B,-,02,2026000049,03,기타경기,-
-,2026000049,128.8451A,-,03,2026000049,01,해당지역,-
-,2026000049,128.8451A,-,03,2026000049,02,기타지역,-
-,2026000049,128.8451A,-,03,2026000049,03,기타경기,-
-,2026000049,128.6421B,-,04,2026000049,01,해당지역,-
-,2026000049,128.6421B,-,04,2026000049,02,기타지역,-
-,2026000049,128.6421B,-,04,2026000049,03,기타경기,-
69.31,2026000048,100.9300 ,69,01,2026000048,01,해당지역,71
0,2026000048,100.9300 ,0,01,2026000048,02,기타지역,0
69.31,2026000048,106.1000 ,69,02,2026000048,01,해당지역,72
0,2026000048,106.1000 ,0,02,2026000048,02,기타지역,0
69,2026000048,117.0700 ,69,03,2026000048,01,해당지역,69
0,2026000048,117.0700 ,0,03,2026000048,02,기타지역,0
69.44,2026000048,118.0300 ,69,04,2026000048,01,해당지역,71
0,2026000048,118.0300 ,0,04,2026000048,02,기타지역,0
69.85,2026000048,122.8800 ,69,05,2026000048,01,해당지역,74
0,2026000048,122.8800 ,0,05,2026000048,02,기타지역,0
58.4,2026000047,073.1594 ,54,01,2026000047,01,해당지역,62
0,2026000047,073.1594 ,0,01,2026000047,02,기타지역,0
56.67,2026000047,074.8544 ,52,02,2026000047,01,해당지역,60
0,2026000047,074.8544 ,0,02,2026000047,02,기타지역,0
67,2026000047,084.9453A,67,03,2026000047,01,해당지역,67
0,2026000047,084.9453A,0,03,2026000047,02,기타지역,0
-,2026000046,052.7080A,-,01,2026000046,01,해당지역,-
-,2026000046,052.7080A,-,01,2026000046,02,기타지역,-
-,2026000046,054.6280B,-,02,2026000046,01,해당지역,-
-,2026000046,054.6280B,-,02,2026000046,02,기타지역,-
-,2026000046,059.1080C,-,03,2026000046,01,해당지역,-
-,2026000046,059.1080C,-,03,2026000046,02,기타지역,-
-,2026000046,065.0920D,-,04,2026000046,01,해당지역,-
-,2026000046,065.0920D,-,04,2026000046,02,기타지역,-
-,2026000045,059.9865A,-,01,2026000045,01,해당지역,-
-,2026000045,059.9865A,-,01,2026000045,02,기타지역,-
-,2026000045,059.9977B,-,02,2026000045,01,해당지역,-
-,2026000045,059.9977B,-,02,2026000045,02,기타지역,-
-,2026000045,074.9979A,-,03,2026000045,01,해당지역,-
-,2026000045,074.9979A,-,03,2026000045,02,기타지역,-
-,2026000045,074.9894B,-,04,2026000045,01,해당지역,-
-,2026000045,074.9894B,-,04,2026000045,02,기타지역,-
-,2026000045,084.9784A,-,05,2026000045,01,해당지역,-
-,2026000045,084.9784A,-,05,2026000045,02,기타지역,-
-,2026000045,084.9819B,-,06,2026000045,01,해당지역,-
-,2026000045,084.9819B,-,06,2026000045,02,기타지역,-
-,2026000045,084.9908C,-,07,2026000045,01,해당지역,-
-,2026000045,084.9908C,-,07,2026000045,02,기타지역,-
0,2026000044,084.6802A,0,01,2026000044,01,해당지역,0
50.2,2026000044,084.6802A,40,01,2026000044,02,기타지역,64
0,2026000044,084.6968B,0,02,2026000044,01,해당지역,0
48,2026000044,084.6968B,40,02,2026000044,02,기타지역,56
0,2026000044,084.6402C,0,03,2026000044,01,해당지역,0
67,2026000044,084.6402C,67,03,2026000044,02,기타지역,67
-,2026000044,103.8844A,-,04,2026000044,01,해당지역,-
-,2026000044,103.8844A,-,04,2026000044,02,기타지역,-
-,2026000044,103.8844B,-,05,2026000044,01,해당지역,-
-,2026000044,103.8844B,-,05,2026000044,02,기타지역,-
-,2026000044,116.6358 ,-,06,2026000044,01,해당지역,-
-,2026000044,116.6358 ,-,06,2026000044,02,기타지역,-
-,2026000044,119.1573A,-,07,2026000044,01,해당지역,-
-,2026000044,119.1573A,-,07,2026000044,02,기타지역,-
-,2026000044,119.1573B,-,08,2026000044,01,해당지역,-
-,2026000044,119.1573B,-,08,2026000044,02,기타지역,-
50.4,2026000043,052.1088 ,42,01,2026000043,01,해당지역,59
0,2026000043,052.1088 ,0,01,2026000043,02,기타지역,0
0,2026000043,055.0641 ,0,02,2026000043,01,해당지역,0
54,2026000043,055.0641 ,54,02,2026000043,02,기타지역,54
0,2026000043,064.5397A,0,03,2026000043,01,해당지역,0
52,2026000043,064.5397A,45,03,2026000043,02,기타지역,59
0,2026000043,064.2641B,0,04,2026000043,01,해당지역,0
33,2026000043,064.2641B,31,04,2026000043,02,기타지역,37
51,2026000043,067.0840 ,51,05,2026000043,01,해당지역,51
0,2026000043,067.0840 ,0,05,2026000043,02,기타지역,0
-,2026000041,059.0000H,-,01,2026000041,01,해당지역,-
-,2026000041,059.0000H,-,01,2026000041,02,기타지역,-
-,2026000041,084.0000H,-,02,2026000041,01,해당지역,-
-,2026000041,084.0000H,-,02,2026000041,02,기타지역,-
-,2026000040,063.7407 ,-,01,2026000040,01,해당지역,-
-,2026000040,063.7407 ,-,01,2026000040,02,기타지역,-
-,2026000040,078.6851 ,-,02,2026000040,01,해당지역,-
-,2026000040,078.6851 ,-,02,2026000040,02,기타지역,-
67.67,2026000039,044.8400 ,65,01,2026000039,01,해당지역,69
0,2026000039,044.8400 ,0,01,2026000039,02,기타지역,0
69,2026000039,059.5300B,69,02,2026000039,01,해당지역,69
0,2026000039,059.5300B,0,02,2026000039,02,기타지역,0
63.67,2026000039,076.2100A,60,03,2026000039,01,해당지역,71
0,2026000039,076.2100A,0,03,2026000039,02,기타지역,0
64.79,2026000039,084.5300A,61,04,2026000039,01,해당지역,72
0,2026000039,084.5300A,0,04,2026000039,02,기타지역,0
56.38,2026000039,084.3200B,50,05,2026000039,01,해당지역,64
0,2026000039,084.3200B,0,05,2026000039,02,기타지역,0
58.8,2026000039,084.1000C,56,06,2026000039,01,해당지역,62
0,2026000039,084.1000C,0,06,2026000039,02,기타지역,0
63.4,2026000039,084.3300D,56,07,2026000039,01,해당지역,69
0,2026000039,084.3300D,0,07,2026000039,02,기타지역,0
51.2,2026000039,115.2200 ,42,08,2026000039,01,해당지역,64
0,2026000039,115.2200 ,0,08,2026000039,02,기타지역,0
-,2026000038,084.9878A,-,01,2026000038,01,해당지역,-
-,2026000038,084.9878A,-,01,2026000038,02,기타지역,-
0,2026000038,084.9851B,0,02,2026000038,01,해당지역,0
36.33,2026000038,084.9851B,30,02,2026000038,02,기타지역,47
-,2026000038,084.9837C,-,03,2026000038,01,해당지역,-
-,2026000038,084.9837C,-,03,2026000038,02,기타지역,-
-,2026000038,099.9733A,-,04,2026000038,01,해당지역,-
-,2026000038,099.9733A,-,04,2026000038,02,기타지역,-
-,2026000038,099.7091B,-,05,2026000038,01,해당지역,-
-,2026000038,099.7091B,-,05,2026000038,02,기타지역,-
-,2026000038,099.9953C,-,06,2026000038,01,해당지역,-
-,2026000038,099.9953C,-,06,2026000038,02,기타지역,-
-,2026000038,112.8723 ,-,07,2026000038,01,해당지역,-
-,2026000038,112.8723 ,-,07,2026000038,02,기타지역,-
-,2026000038,125.7993 ,-,08,2026000038,01,해당지역,-
-,2026000038,125.7993 ,-,08,2026000038,02,기타지역,-
-,2026000038,135.8972P,-,09,2026000038,01,해당지역,-
-,2026000038,135.8972P,-,09,2026000038,02,기타지역,-
-,2026000038,135.6960P,-,10,2026000038,01,해당지역,-
-,2026000038,135.6960P,-,10,2026000038,02,기타지역,-
34.8,2026000036,059.8613A,27,01,2026000036,01,해당지역,58
0,2026000036,059.8613A,0,01,2026000036,02,기타지역,0
-,2026000036,059.9815B,-,02,2026000036,01,해당지역,-
-,2026000036,059.9815B,-,02,2026000036,02,기타지역,-
41.75,2026000036,084.9516A,34,03,2026000036,01,해당지역,60
0,2026000036,084.9516A,0,03,2026000036,02,기타지역,0
-,2026000036,084.9992B,-,04,2026000036,01,해당지역,-
-,2026000036,084.9992B,-,04,2026000036,02,기타지역,-
-,2026000036,084.9603C,-,05,2026000036,01,해당지역,-
-,2026000036,084.9603C,-,05,2026000036,02,기타지역,-
-,2026000036,129.8429A,-,06,2026000036,01,해당지역,-
-,2026000036,129.8429A,-,06,2026000036,02,기타지역,-
-,2026000036,129.9586B,-,07,2026000036,01,해당지역,-
-,2026000036,129.9586B,-,07,2026000036,02,기타지역,-
-,2026000035,060.9207A,-,01,2026000035,01,해당지역,-
-,2026000035,060.9207A,-,01,2026000035,02,기타지역,-
-,2026000035,074.5984A,-,02,2026000035,01,해당지역,-
-,2026000035,074.5984A,-,02,2026000035,02,기타지역,-
-,2026000035,074.3599B,-,03,2026000035,01,해당지역,-
-,2026000035,074.3599B,-,03,2026000035,02,기타지역,-
-,2026000035,074.4921C,-,04,2026000035,01,해당지역,-
-,2026000035,074.4921C,-,04,2026000035,02,기타지역,-
-,2026000034,059.9982A,-,01,2026000034,01,해당지역,-
-,2026000034,059.9982A,-,01,2026000034,02,기타지역,-
-,2026000034,059.9988B,-,02,2026000034,01,해당지역,-
-,2026000034,059.9988B,-,02,2026000034,02,기타지역,-
-,2026000034,059.9973C,-,03,2026000034,01,해당지역,-
-,2026000034,059.9973C,-,03,2026000034,02,기타지역,-
-,2026000034,074.9963 ,-,04,2026000034,01,해당지역,-
-,2026000034,074.9963 ,-,04,2026000034,02,기타지역,-
-,2026000034,084.9988A,-,05,2026000034,01,해당지역,-
-,2026000034,084.9988A,-,05,2026000034,02,기타지역,-
-,2026000034,084.9993B,-,06,2026000034,01,해당지역,-
-,2026000034,084.9993B,-,06,2026000034,02,기타지역,-
-,2026000033,084.9880A,-,01,2026000033,01,해당지역,-
-,2026000033,084.9880A,-,01,2026000033,02,기타지역,-
-,2026000033,084.8990B,-,02,2026000033,01,해당지역,-
-,2026000033,084.8990B,-,02,2026000033,02,기타지역,-
-,2026000033,084.9460C,-,03,2026000033,01,해당지역,-
-,2026000033,084.9460C,-,03,2026000033,02,기타지역,-
-,2026000033,084.9310D,-,04,2026000033,01,해당지역,-
-,2026000033,084.9310D,-,04,2026000033,02,기타지역,-
-,2026000033,084.9380E,-,05,2026000033,01,해당지역,-
-,2026000033,084.9380E,-,05,2026000033,02,기타지역,-
-,2026000033,084.9060F,-,06,2026000033,01,해당지역,-
-,2026000033,084.9060F,-,06,2026000033,02,기타지역,-
40.5,2026000030,059.9944 ,27,01,2026000030,01,해당지역,54
0,2026000030,059.9944 ,0,01,2026000030,02,기타지역,0
0,2026000030,064.9972 ,0,02,2026000030,01,해당지역,0
52,2026000030,064.9972 ,52,02,2026000030,02,기타지역,52
0,2026000030,084.9773 ,0,03,2026000030,01,해당지역,0
66,2026000030,084.9773 ,66,03,2026000030,02,기타지역,66
-,2026000029,059.9741 ,-,01,2026000029,01,해당지역,-
-,2026000029,059.9741 ,-,01,2026000029,02,기타지역,-
-,2026000029,067.7341 ,-,02,2026000029,01,해당지역,-
-,2026000029,067.7341 ,-,02,2026000029,02,기타지역,-
-,2026000029,084.9857A,-,03,2026000029,01,해당지역,-
-,2026000029,084.9857A,-,03,2026000029,02,기타지역,-
-,2026000029,084.9700B,-,04,2026000029,01,해당지역,-
-,2026000029,084.9700B,-,04,2026000029,02,기타지역,-
-,2026000029,084.9700C,-,05,2026000029,01,해당지역,-
-,2026000029,084.9700C,-,05,2026000029,02,기타지역,-
-,2026000029,094.5459 ,-,06,2026000029,01,해당지역,-
-,2026000029,094.5459 ,-,06,2026000029,02,기타지역,-
-,2026000029,095.1100A,-,07,2026000029,01,해당지역,-
-,2026000029,095.1100A,-,07,2026000029,02,기타지역,-
-,2026000029,095.1100B,-,08,2026000029,01,해당지역,-
-,2026000029,095.1100B,-,08,2026000029,02,기타지역,-
-,2026000029,114.9460 ,-,09,2026000029,01,해당지역,-
-,2026000029,114.9460 ,-,09,2026000029,02,기타지역,-
-,2026000029,125.7060 ,-,10,2026000029,01,해당지역,-
-,2026000029,125.7060 ,-,10,2026000029,02,기타지역,-
58,2026000028,059.7419B,54,01,2026000028,01,해당지역,63
0,2026000028,059.7419B,0,01,2026000028,02,기타지역,0
54,2026000028,059.6793C,51,02,2026000028,01,해당지역,58
0,2026000028,059.6793C,0,02,2026000028,02,기타지역,0
61.67,2026000028,059.6793D,56,03,2026000028,01,해당지역,67
0,2026000028,059.6793D,0,03,2026000028,02,기타지역,0
-,2026000027,050.8330A,-,01,2026000027,01,해당지역,-
-,2026000027,050.8330A,-,01,2026000027,02,기타지역,-
-,2026000027,050.5420B,-,02,2026000027,01,해당지역,-
-,2026000027,050.5420B,-,02,2026000027,02,기타지역,-
-,2026000027,050.5530C,-,03,2026000027,01,해당지역,-
-,2026000027,050.5530C,-,03,2026000027,02,기타지역,-
-,2026000027,059.7510A,-,04,2026000027,01,해당지역,-
-,2026000027,059.7510A,-,04,2026000027,02,기타지역,-
-,2026000027,059.8890B,-,05,2026000027,01,해당지역,-
-,2026000027,059.8890B,-,05,2026000027,02,기타지역,-
-,2026000024,084.9892 ,-,01,2026000024,01,해당지역,-
-,2026000024,084.9892 ,-,01,2026000024,02,기타지역,-
-,2026000024,115.2492 ,-,02,2026000024,01,해당지역,-
-,2026000024,115.2492 ,-,02,2026000024,02,기타지역,-
65,2026000023,044.9800 ,64,01,2026000023,01,해당지역,68
0,2026000023,044.9800 ,0,01,2026000023,02,기타지역,0
69,2026000023,059.9700A,69,02,2026000023,01,해당지역,69
0,2026000023,059.9700A,0,02,2026000023,02,기타지역,0
69,2026000023,059.9900B,69,03,2026000023,01,해당지역,69
0,2026000023,059.9900B,0,03,2026000023,02,기타지역,0
69,2026000023,059.9900C,69,04,2026000023,01,해당지역,69
0,2026000023,059.9900C,0,04,2026000023,02,기타지역,0
65.27,2026000023,074.9900A,64,05,2026000023,01,해당지역,69
0,2026000023,074.9900A,0,05,2026000023,02,기타지역,0
65,2026000023,074.9900B,64,06,2026000023,01,해당지역,69
0,2026000023,074.9900B,0,06,2026000023,02,기타지역,0
67.36,2026000023,084.9900A,64,07,2026000023,01,해당지역,70
0,2026000023,084.9900A,0,07,2026000023,02,기타지역,0
64.67,2026000023,084.9800B,62,08,2026000023,01,해당지역,69
0,2026000023,084.9800B,0,08,2026000023,02,기타지역,0
-,2026000022,076.5143 ,-,01,2026000022,01,해당지역,-
-,2026000022,076.5143 ,-,01,2026000022,02,기타지역,-
-,2026000022,084.9600 ,-,02,2026000022,01,해당지역,-
-,2026000022,084.9600 ,-,02,2026000022,02,기타지역,-
-,2026000020,059.5222A,-,01,2026000020,01,해당지역,-
-,2026000020,059.5222A,-,01,2026000020,02,기타지역,-
58,2026000020,059.3377B,58,02,2026000020,01,해당지역,58
0,2026000020,059.3377B,0,02,2026000020,02,기타지역,0
-,2026000020,074.0928 ,-,03,2026000020,01,해당지역,-
-,2026000020,074.0928 ,-,03,2026000020,02,기타지역,-
-,2026000020,084.2060 ,-,04,2026000020,01,해당지역,-
-,2026000020,084.2060 ,-,04,2026000020,02,기타지역,-
-,2026000020,106.4081 ,-,05,2026000020,01,해당지역,-
-,2026000020,106.4081 ,-,05,2026000020,02,기타지역,-
-,2026000020,115.5582P,-,06,2026000020,01,해당지역,-
-,2026000020,115.5582P,-,06,2026000020,02,기타지역,-
-,2026000020,128.3603P,-,07,2026000020,01,해당지역,-
-,2026000020,128.3603P,-,07,2026000020,02,기타지역,-
-,2026000019,029.3734 ,-,01,2026000019,01,해당지역,-
-,2026000019,029.3734 ,-,01,2026000019,02,기타지역,-
-,2026000019,038.9104 ,-,02,2026000019,01,해당지역,-
-,2026000019,038.9104 ,-,02,2026000019,02,기타지역,-
0,2026000019,044.3798 ,0,03,2026000019,01,해당지역,0
43.11,2026000019,044.3798 ,37,03,2026000019,02,기타지역,54
-,2026000019,059.9882A,-,04,2026000019,01,해당지역,-
-,2026000019,059.9882A,-,04,2026000019,02,기타지역,-
-,2026000019,059.9873B,-,05,2026000019,01,해당지역,-
-,2026000019,059.9873B,-,05,2026000019,02,기타지역,-
37.86,2026000019,059.9913C,29,06,2026000019,01,해당지역,65
0,2026000019,059.9913C,0,06,2026000019,02,기타지역,0
38,2026000019,077.9949 ,31,07,2026000019,01,해당지역,53
0,2026000019,077.9949 ,0,07,2026000019,02,기타지역,0
46.09,2026000019,084.9908 ,37,08,2026000019,01,해당지역,69
0,2026000019,084.9908 ,0,08,2026000019,02,기타지역,0
-,2026000019,110.9548 ,-,09,2026000019,01,해당지역,-
-,2026000019,110.9548 ,-,09,2026000019,02,기타지역,-
-,2026000018,081.2000H,-,01,2026000018,01,해당지역,-
-,2026000018,081.2000H,-,01,2026000018,02,기타지역,-
-,2026000018,082.2100D,-,02,2026000018,01,해당지역,-
-,2026000018,082.2100D,-,02,2026000018,02,기타지역,-
-,2026000018,082.6500G,-,03,2026000018,01,해당지역,-
-,2026000018,082.6500G,-,03,2026000018,02,기타지역,-
-,2026000018,083.8100A,-,04,2026000018,01,해당지역,-
-,2026000018,083.8100A,-,04,2026000018,02,기타지역,-
-,2026000018,084.4900B,-,05,2026000018,01,해당지역,-
-,2026000018,084.4900B,-,05,2026000018,02,기타지역,-
-,2026000018,084.1400C,-,06,2026000018,01,해당지역,-
-,2026000018,084.1400C,-,06,2026000018,02,기타지역,-
-,2026000018,084.4100E,-,07,2026000018,01,해당지역,-
-,2026000018,084.4100E,-,07,2026000018,02,기타지역,-
-,2026000018,084.2300F,-,08,2026000018,01,해당지역,-
-,2026000018,084.2300F,-,08,2026000018,02,기타지역,-
-,2026000018,084.1400K,-,09,2026000018,01,해당지역,-
-,2026000018,084.1400K,-,09,2026000018,02,기타지역,-
50.42,2026000017,059.9563A,44,01,2026000017,01,해당지역,63
0,2026000017,059.9563A,0,01,2026000017,02,기타지역,0
49.75,2026000017,059.8585B,37,02,2026000017,01,해당지역,72
0,2026000017,059.8585B,0,02,2026000017,02,기타지역,0
55,2026000017,084.9174B,50,03,2026000017,01,해당지역,60
0,2026000017,084.9174B,0,03,2026000017,02,기타지역,0
35.84,2026000015,084.8786A,31,01,2026000015,01,해당지역,52
0,2026000015,084.8786A,0,01,2026000015,02,기타지역,0
-,2026000015,084.9323B,-,02,2026000015,01,해당지역,-
-,2026000015,084.9323B,-,02,2026000015,02,기타지역,-
59.08,2026000015,084.9587C,53,03,2026000015,01,해당지역,79
0,2026000015,084.9587C,0,03,2026000015,02,기타지역,0
-,2026000015,102.8880A,-,04,2026000015,01,해당지역,-
-,2026000015,102.8880A,-,04,2026000015,02,기타지역,-
-,2026000015,102.7602B,-,05,2026000015,01,해당지역,-
-,2026000015,102.7602B,-,05,2026000015,02,기타지역,-
-,2026000015,120.7345 ,-,06,2026000015,01,해당지역,-
-,2026000015,120.7345 ,-,06,2026000015,02,기타지역,-
-,2026000015,197.1270 ,-,07,2026000015,01,해당지역,-
-,2026000015,197.1270 ,-,07,2026000015,02,기타지역,-
42.18,2026000014,084.8786A,36,01,2026000014,01,해당지역,66
